Dataset,MajorityClass,Forest,Wetland,Bareland,Grassland,Built-up,Water,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MED_M_R,Cropland,0,1,0,0,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MED_M_R,Built-up,0,50,0,0,0,6,62,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MED_M_R,Water,0,315,0,0,0,0,255,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Wetland,25,0,152,146,15,78,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Non_Wetland,0,2,3,2,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Forest,0,252,342,298,82,88,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Grassland,6,73,103,0,16,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Water,97,181,259,89,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Shrubland,0,4,7,3,5,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Bareland,0,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Built-up,5,16,122,40,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,Cropland,0,3,8,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,Wetland,0,0,0,0,0,67,0,99,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,Bareland,0,0,0,0,0,7,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,Built-up,0,0,0,0,0,14,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,Water,0,0,0,0,0,0,0,210,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,Forest,0,0,0,0,0,152,0,91,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,Grassland,0,0,0,0,0,4,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,Grassland,37,37,25,0,10,1,0,0,81,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,Wetland,9,0,10,15,0,3,0,0,49,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,Forest,0,278,140,250,90,49,0,0,226,8,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,Bareland,5,11,0,27,27,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,Built-up,16,50,8,49,0,6,0,0,50,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,Water,75,315,91,83,73,0,0,0,136,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,Cropland,1,1,0,3,1,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,Grassland,79,11,0,0,103,27,0,0,0,21,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,Wetland,154,0,0,0,151,184,0,0,0,34,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,Water,95,33,2,0,72,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,Built-up,4,0,2,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,Forest,0,1,0,0,225,269,0,0,0,4,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,Bareland,16,0,0,0,53,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,Cropland,1,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,Wetland,333,0,16,53,0,105,0,0,0,26,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,Forest,0,0,9,35,0,21,0,0,0,45,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,Bareland,8,0,0,1,0,3,0,0,0,4,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,Water,347,20,1,6,0,0,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,Built-up,50,0,4,1,0,10,0,0,0,4,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,Grassland,111,8,12,0,0,7,0,0,0,42,0,0
