Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Wetland,Water,Non_Wetland,Non_Water,Shrubland,Forest,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFU_M_R,Water,0,0,0,0,0,0,0,67,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFU_M_R,Cropland,0,0,0,0,0,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFU_M_R,Forest,0,0,0,0,0,7,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFU_M_R,Permanent_ice_and_snow,0,0,0,0,0,4,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,Water,19,0,45,30,38,0,0,0,58,19,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,Cropland,16,0,28,21,2,0,0,0,16,1,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,Wetland,11,2,22,22,0,6,0,0,34,13,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,Bareland,19,2,0,49,33,10,0,0,58,23,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,Built-up,3,0,5,0,1,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,Grassland,0,6,18,13,6,1,0,0,13,11,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,Permanent_ice_and_snow,0,0,4,2,4,2,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,Forest,0,1,3,3,0,0,0,0,8,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,Grassland,0,13,6,5,23,27,0,0,0,7,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,Bareland,0,39,0,20,27,33,0,0,0,6,0,6
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,Wetland,0,6,15,1,0,51,0,0,0,37,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,Cropland,0,0,6,6,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,Water,0,6,34,1,29,0,0,0,0,21,0,4
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,Forest,0,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,Cropland,3,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,Wetland,9,9,36,0,0,18,0,0,0,5,0,20
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,Bareland,4,18,0,0,6,16,0,0,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,Water,7,4,50,0,57,0,0,0,0,4,0,19
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,Grassland,0,5,14,0,5,4,0,0,0,2,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,Built-up,0,3,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,Forest,0,0,0,0,1,0,0,0,0,0,0,0
