Dataset,MajorityClass,Bareland,Built-up,Water,Forest,Cropland,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Bareland,0,0,131,0,0,0,0,0,0,73,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,Grassland,42,139,13,375,557,39,0,502,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,Wetland,42,31,12,309,199,0,171,374,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,Bareland,0,170,24,53,375,168,93,95,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,Forest,127,175,59,0,637,253,443,680,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,Built-up,8,0,0,92,267,81,119,168,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,Water,133,132,0,303,368,404,167,498,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,Cropland,1,43,0,114,0,5,94,155,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,Permanent_ice_and_snow,0,9,0,2,30,0,1,22,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,Grassland,25,381,225,255,758,195,0,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,Wetland,3,222,218,178,220,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,Forest,5,539,458,0,566,203,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,Bareland,0,274,156,38,62,51,0,0,0,0,0,17
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,Built-up,8,0,9,7,41,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,Water,16,157,0,74,153,151,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,Cropland,0,71,4,39,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,Permanent_ice_and_snow,1,17,0,4,1,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,Wetland,14,0,344,690,36,0,200,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,Forest,100,0,180,0,174,60,163,0,0,0,0,19
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,Built-up,72,0,67,250,106,6,67,0,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,Water,17,0,0,515,0,57,57,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,Cropland,44,0,35,111,0,11,49,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,Bareland,0,0,65,36,5,2,6,0,0,0,0,46
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,Grassland,158,0,169,484,187,127,0,0,0,0,0,45
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,Shrubland,0,0,0,1,0,0,0,0,0,0,0,0
