Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPM_M_R
12370,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
12371,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
12372,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
12373,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
12374,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
12375,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12376,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12377,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
12378,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12379,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
12380,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12381,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12382,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
12383,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
12384,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12385,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12386,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
12387,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
12388,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
12389,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12390,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12391,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
12392,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
12393,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12394,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
12395,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
12396,Forest,Water,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
12397,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
12398,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
12399,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
12400,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12401,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12402,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12403,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
12404,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
12405,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12406,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12407,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12408,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
12409,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12410,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
12411,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
12412,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
12413,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
12414,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
12415,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12416,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
12417,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
12418,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
12419,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
12420,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
12421,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
12422,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
12423,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
12424,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
12425,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
12426,Forest,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
12427,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12428,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Bareland
12429,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
12430,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
12431,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
12432,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
12433,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
12434,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
12435,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
12436,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
12437,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
12438,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
12439,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
12440,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
12441,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
12442,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
12443,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
12444,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
12445,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
12446,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
12447,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
12448,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
12449,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
12450,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
12451,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
12452,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
12453,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
12454,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
12455,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
12456,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
12457,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
12458,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12459,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12460,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12461,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
12462,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
12463,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12464,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
12465,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12466,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
12467,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
12468,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
12469,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
12470,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12471,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
12472,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12473,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
12474,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
12475,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
12476,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12477,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
12478,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
12479,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12480,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
12481,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
12482,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12483,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12484,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12485,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12486,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12487,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
12488,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
12489,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
12490,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
12491,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
12492,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12493,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
12494,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
12495,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12496,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
12497,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
12498,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
12499,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
12500,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
12501,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
12502,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
12503,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
12504,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
12505,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
12506,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
12507,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
12508,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
12509,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
12510,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
12511,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
12512,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
12513,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
12514,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
12515,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
12516,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
12517,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
12518,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
12519,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
12520,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
12521,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
12522,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
12523,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
12524,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
12525,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
12526,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
12527,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
12528,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
12529,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
12530,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
12531,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
12532,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
12533,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
12534,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12535,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12536,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
12537,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12538,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
12539,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
12540,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12541,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12542,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
12543,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12544,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12545,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12546,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12547,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
12548,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
12549,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
12550,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12551,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12552,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
12553,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12554,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
12555,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
12556,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12557,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
12558,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12559,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
12560,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
12561,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
12562,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
12563,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
12564,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
12565,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
12566,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
12567,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
12568,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12569,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
12570,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
12571,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12572,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12573,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
12574,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Bareland
12575,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
12576,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12577,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
12578,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
12579,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
12580,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
12581,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
12582,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
12583,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
12584,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12585,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12586,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
12587,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12588,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
12589,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
12590,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12591,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
12592,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
12593,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
12594,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
12595,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
12596,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
12597,Forest,Water,Water,NULL,Water,NULL,Water,Water
12598,Forest,Water,Water,NULL,Water,NULL,Water,Forest
12599,Forest,Water,Water,NULL,Water,NULL,Forest,Water
12600,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
12601,Forest,Water,Water,NULL,Water,Shrubland,NULL,Forest
12602,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
12603,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
12604,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
12605,Forest,Water,Water,NULL,Water,Shrubland,Forest,Grassland
12606,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
12607,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
12608,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Forest
12609,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
12610,Forest,Water,Water,NULL,Water,Grassland,Grassland,Wetland
12611,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
12612,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
12613,Forest,Water,Water,NULL,Water,Grassland,Water,Wetland
12614,Forest,Water,Water,NULL,Water,Grassland,Water,Bareland
12615,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
12616,Forest,Water,Water,NULL,Water,Grassland,Forest,Grassland
12617,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
12618,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
12619,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Forest
12620,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
12621,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
12622,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
12623,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
12624,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
12625,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
12626,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
12627,Forest,Water,Water,NULL,Water,Wetland,Water,Water
12628,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
12629,Forest,Water,Water,NULL,Water,Wetland,Forest,Grassland
12630,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
12631,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
12632,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
12633,Forest,Water,Water,NULL,Water,Bareland,NULL,Wetland
12634,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
12635,Forest,Water,Water,NULL,Water,Bareland,Grassland,Bareland
12636,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
12637,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
12638,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
12639,Forest,Water,Water,NULL,Water,Bareland,Forest,Bareland
12640,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
12641,Forest,Water,Water,NULL,Water,Built-up,Grassland,Forest
12642,Forest,Water,Water,NULL,Water,Water,NULL,Forest
12643,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
12644,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
12645,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
12646,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
12647,Forest,Water,Water,NULL,Water,Water,Grassland,Water
12648,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
12649,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
12650,Forest,Water,Water,NULL,Water,Water,Wetland,Water
12651,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
12652,Forest,Water,Water,NULL,Water,Water,Water,Grassland
12653,Forest,Water,Water,NULL,Water,Water,Water,Wetland
12654,Forest,Water,Water,NULL,Water,Water,Water,Water
12655,Forest,Water,Water,NULL,Water,Water,Water,Forest
12656,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
12657,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
12658,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
12659,Forest,Water,Water,NULL,Water,Water,Forest,Water
12660,Forest,Water,Water,NULL,Water,Water,Forest,Forest
12661,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
12662,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
12663,Forest,Water,Water,NULL,Water,Forest,Water,Water
12664,Forest,Water,Water,NULL,Water,Forest,Water,Forest
12665,Forest,Water,Water,NULL,Water,Forest,Forest,Water
12666,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
12667,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
12668,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
12669,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
12670,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
12671,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
12672,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
12673,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
12674,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
12675,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
12676,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
12677,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
12678,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
12679,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
12680,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
12681,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
12682,Forest,Water,Water,Non_Water,Water,Water,Water,Water
12683,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
12684,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
12685,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
12686,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Water
12687,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
12688,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
12689,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
12690,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
12691,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
12692,Forest,Water,Water,Water,Water,NULL,Water,Wetland
12693,Forest,Water,Water,Water,Water,NULL,Water,Water
12694,Forest,Water,Water,Water,Water,NULL,Water,Forest
12695,Forest,Water,Water,Water,Water,NULL,Forest,Water
12696,Forest,Water,Water,Water,Water,NULL,Forest,Forest
12697,Forest,Water,Water,Water,Water,Shrubland,Grassland,Water
12698,Forest,Water,Water,Water,Water,Shrubland,Grassland,Forest
12699,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
12700,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
12701,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
12702,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
12703,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
12704,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
12705,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
12706,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
12707,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
