Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Lichens_and_Mosses,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Water,25,0,2,46,0,0,34,66,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Cropland,2,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Wetland,18,0,0,13,0,28,7,26,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Bareland,9,11,3,0,0,27,20,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Built-up,7,9,0,13,0,7,5,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Forest,13,5,1,8,0,18,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Grassland,0,7,3,8,0,7,5,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Permanent_ice_and_snow,0,0,0,6,0,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
