Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,Built-up,27,189,0,17,95,0,11,63,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,Water,238,1192,0,417,37,22,0,276,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,Forest,0,1301,0,488,200,61,257,711,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,Lichens_and_Mosses,0,3,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Non_Wetland,3,7,1,16,2,0,6,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Grassland,91,0,85,384,265,35,189,225,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Wetland,45,364,16,0,66,0,565,89,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Forest,0,917,199,827,414,44,381,634,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Built-up,8,138,17,42,185,0,4,50,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Water,112,480,42,802,326,39,0,119,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Shrubland,20,81,14,93,64,8,24,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Cropland,125,536,0,318,434,71,96,284,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Bareland,3,36,0,19,0,0,23,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Lichens_and_Mosses,0,2,0,0,5,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Shrubland,0,0,0,0,0,0,0,0,259,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Wetland,0,0,0,0,0,0,134,0,1044,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Grassland,0,0,0,125,0,0,179,0,889,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Forest,0,0,0,295,0,0,344,0,1765,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Water,0,0,0,395,0,0,0,0,784,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Cropland,0,0,0,7,0,0,75,0,749,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Bareland,0,0,0,5,0,0,9,0,78,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Built-up,0,0,0,2,0,0,19,0,94,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,Grassland,0,0,0,0,0,0,172,0,0,126,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,Wetland,0,0,0,0,0,0,307,0,0,317,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,Shrubland,0,0,0,0,0,0,16,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,Water,0,0,0,0,0,0,0,0,0,596,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,Bareland,0,0,0,0,0,0,18,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,Cropland,0,0,0,0,0,0,28,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,Forest,0,0,0,0,0,0,319,0,0,192,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,Built-up,0,0,0,0,0,0,2,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Grassland,394,0,614,125,64,162,179,585,0,0,54,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Forest,0,157,666,295,115,136,344,717,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Wetland,289,2,183,0,44,20,134,318,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Cropland,192,44,0,7,4,137,75,381,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Bareland,29,3,164,5,0,63,9,95,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Built-up,33,0,150,2,1,0,19,106,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Water,441,7,348,395,69,57,0,378,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Shrubland,13,6,17,0,1,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,Grassland,170,0,865,25,4,128,80,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,Shrubland,31,0,151,1,0,42,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,Wetland,160,0,554,0,0,14,207,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,Forest,0,0,745,185,0,259,340,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,Bareland,4,0,120,0,0,54,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,Built-up,2,0,46,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,Water,127,0,594,182,9,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,Cropland,41,0,0,0,0,87,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,Shrubland,131,81,54,3,38,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,Wetland,638,277,60,0,93,0,297,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,Forest,0,170,122,37,108,0,85,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,Water,673,184,50,176,92,0,0,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,Cropland,232,172,0,11,110,0,54,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,Bareland,20,7,13,1,0,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,Built-up,102,21,95,1,17,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,Grassland,269,0,131,39,80,0,104,0,0,0,0,6
