Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXC_M_R
16634,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
16635,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16636,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16637,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
16638,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
16639,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16640,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
16641,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16642,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
16643,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
16644,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
16645,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
16646,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16647,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
16648,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
16649,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
16650,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
16651,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16652,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16653,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16654,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16655,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16656,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
16657,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
16658,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
16659,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16660,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
16661,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
16662,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
16663,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
16664,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
16665,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
16666,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
16667,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
16668,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
16669,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
16670,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
16671,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16672,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
16673,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
16674,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
16675,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16676,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16677,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
16678,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
16679,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16680,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16681,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16682,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
16683,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16684,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
16685,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16686,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
16687,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
16688,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16689,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
16690,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
16691,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
16692,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16693,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
16694,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
16695,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
16696,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16697,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
16698,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
16699,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16700,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16701,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16702,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16703,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16704,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16705,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16706,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16707,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16708,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16709,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16710,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16711,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16712,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
16713,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16714,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
16715,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
16716,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
16717,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
16718,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
16719,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Water
16720,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
16721,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
16722,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
16723,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16724,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16725,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
16726,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
16727,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16728,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
16729,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16730,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16731,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
16732,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
16733,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
16734,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
16735,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
16736,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16737,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16738,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
16739,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
16740,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
16741,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
16742,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
16743,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
16744,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
16745,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16746,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
16747,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
16748,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
16749,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
16750,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
16751,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
16752,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
16753,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16754,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16755,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16756,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16757,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
16758,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
16759,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16760,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16761,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
16762,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
16763,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
16764,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
16765,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
16766,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
16767,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
16768,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
16769,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
16770,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
16771,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
16772,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
16773,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16774,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16775,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16776,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
16777,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
16778,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
16779,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Water
16780,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Forest
16781,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
16782,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
16783,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Bareland
16784,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
16785,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
16786,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
16787,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
16788,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
16789,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
16790,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
16791,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
16792,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
16793,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
16794,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
16795,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
16796,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
16797,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
16798,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
16799,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16800,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
16801,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16802,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
16803,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
16804,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
16805,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
16806,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
16807,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
16808,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
16809,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16810,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
16811,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16812,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16813,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16814,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16815,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
16816,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
16817,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16818,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
16819,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16820,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
16821,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16822,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
16823,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
16824,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16825,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
16826,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Built-up
16827,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
16828,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16829,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
16830,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
16831,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16832,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16833,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
16834,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
16835,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
16836,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
16837,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
16838,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
16839,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16840,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
16841,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
16842,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
16843,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
16844,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
16845,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
16846,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
16847,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
16848,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
16849,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
16850,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
16851,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
16852,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
16853,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
16854,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
16855,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16856,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16857,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16858,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16859,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
16860,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
16861,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
16862,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
16863,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
16864,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
16865,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16866,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
16867,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16868,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
16869,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16870,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
16871,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
16872,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
16873,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
16874,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
16875,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
16876,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16877,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
16878,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
16879,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
16880,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
16881,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
16882,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
16883,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
16884,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
16885,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
16886,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
16887,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
16888,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
16889,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16890,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
16891,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
16892,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
16893,Forest,NULL,Wetland,NULL,Wetland,Built-up,Shrubland,Grassland
16894,Forest,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
16895,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
16896,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
16897,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
16898,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16899,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
16900,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
16901,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
16902,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
16903,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
16904,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
16905,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
16906,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
16907,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Cropland
16908,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
16909,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
16910,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
16911,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
16912,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
16913,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
16914,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
16915,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
16916,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
16917,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
16918,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
16919,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
16920,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16921,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
16922,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
16923,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16924,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
16925,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
16926,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
16927,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
16928,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
16929,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
16930,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
16931,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
16932,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
16933,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
16934,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
16935,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
16936,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
16937,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
16938,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
16939,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16940,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
16941,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16942,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16943,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
16944,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
16945,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16946,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16947,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
16948,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
16949,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16950,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
16951,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,NULL
16952,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
16953,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
16954,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
16955,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16956,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16957,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16958,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16959,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16960,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
16961,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
16962,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
16963,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
16964,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16965,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
16966,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
