Dataset,MajorityClass,Forest,Cropland,Built-up,Wetland,Bareland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Non_Wetland,3,0,0,2,3,5,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Bareland,64,0,48,48,0,135,357,38,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Built-up,27,0,0,1,71,11,109,40,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Water,236,0,39,132,469,0,906,97,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Forest,0,0,82,198,460,362,875,199,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Wetland,15,0,1,0,27,115,126,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Non_Water,0,0,0,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Lichens_and_Mosses,0,0,0,0,2,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,Permanent_ice_and_snow,11,0,0,7,0,17,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Grassland,0,0,0,78,0,51,0,0,520,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Wetland,0,0,0,0,0,0,0,0,131,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Forest,0,0,0,234,0,73,0,0,570,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Bareland,0,0,0,30,0,68,0,0,125,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Water,0,0,0,263,0,0,0,0,346,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Shrubland,0,0,0,0,0,0,0,0,25,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Cropland,0,0,0,2,0,8,0,0,87,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Built-up,0,0,0,0,0,1,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,30,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Grassland,0,0,0,0,0,274,0,0,0,238,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Bareland,0,0,0,0,0,192,0,0,0,139,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Water,0,0,0,0,0,0,0,0,0,634,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Shrubland,0,0,0,0,0,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Cropland,0,0,0,0,0,23,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Wetland,0,0,0,0,0,65,0,0,0,60,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Built-up,0,0,0,0,0,1,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Forest,0,0,0,0,0,206,0,0,0,276,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Grassland,259,416,259,78,213,51,0,390,0,0,69,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Forest,0,298,202,234,276,73,349,376,0,0,29,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Cropland,86,0,154,2,33,8,112,155,0,0,25,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Wetland,9,7,7,0,17,0,20,43,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Bareland,88,202,260,30,0,68,113,235,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Built-up,24,70,0,0,1,1,22,56,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Water,232,290,220,263,455,0,359,375,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Shrubland,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,Permanent_ice_and_snow,0,4,13,0,1,0,1,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Forest,0,400,122,55,5,526,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Grassland,190,888,128,90,23,424,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Bareland,104,375,54,11,0,245,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Wetland,26,38,4,0,2,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Built-up,11,81,0,0,6,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Water,89,303,2,39,19,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Shrubland,0,10,3,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Cropland,18,0,22,1,19,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,Permanent_ice_and_snow,1,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,Forest,0,66,0,25,64,82,69,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,Cropland,108,0,0,5,185,20,98,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,Bareland,167,31,0,16,0,108,44,0,0,0,0,25
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,Built-up,90,57,0,1,49,10,26,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,Water,510,24,0,137,135,0,125,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,Wetland,107,1,0,0,11,22,4,0,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,Shrubland,11,2,0,0,3,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,Grassland,425,142,0,96,205,220,0,0,0,0,0,42
