Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Built-up,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Non_Water,2,0,3,2,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Shrubland,119,11,139,29,39,28,29,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Cropland,494,0,294,22,204,62,17,271,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Permanent_ice_and_snow,11,0,30,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Water,0,0,0,0,0,0,0,0,0,822,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Shrubland,0,0,0,93,0,0,0,0,0,57,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Grassland,0,0,0,152,0,0,0,0,0,52,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Bareland,0,0,0,240,0,0,0,0,0,275,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Forest,0,0,0,388,0,0,0,0,0,327,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Wetland,0,0,0,215,0,0,0,0,0,81,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Cropland,0,0,0,32,0,0,0,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Built-up,0,0,0,3,0,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Grassland,0,418,18,1,236,81,42,397,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Wetland,2,31,0,0,65,2,0,160,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Bareland,4,565,0,19,117,273,128,510,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Forest,106,834,59,72,0,203,238,1156,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Built-up,1,150,0,0,59,0,2,173,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Cropland,12,0,2,0,209,81,4,333,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Water,0,509,154,0,247,135,431,782,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Shrubland,3,45,3,0,31,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,Permanent_ice_and_snow,0,30,0,0,4,2,0,25,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Grassland,0,332,9,64,148,123,8,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Bareland,0,175,0,405,116,142,63,0,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Forest,0,597,6,537,0,350,199,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Shrubland,0,190,1,94,93,82,31,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Wetland,0,13,0,61,16,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Built-up,0,42,0,3,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Water,0,33,11,0,55,9,120,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Cropland,0,0,6,10,63,70,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,Permanent_ice_and_snow,0,0,1,7,6,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,Wetland,37,11,19,36,153,0,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,Forest,112,191,131,52,0,0,4,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,Shrubland,84,83,65,55,285,0,23,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,Water,26,19,221,0,537,0,62,0,0,0,0,32
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,Bareland,2,64,0,54,137,0,37,0,0,0,0,130
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,Cropland,57,0,78,17,134,0,3,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,Built-up,3,51,52,12,143,0,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,Grassland,0,118,132,46,191,0,15,0,0,0,0,33
