Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMP_M_R
6770,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6771,Water,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6772,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
6773,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6774,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6775,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6776,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
6777,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
6778,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6779,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6780,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6781,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
6782,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6783,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6784,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6785,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
6786,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
6787,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
6788,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Wetland
6789,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
6790,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6791,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
6792,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
6793,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6794,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6795,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
6796,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
6797,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6798,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6799,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
6800,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
6801,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
6802,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Wetland
6803,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
6804,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
6805,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
6806,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
6807,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6808,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6809,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6810,Water,Wetland,Water,NULL,Water,Grassland,Water,Grassland
6811,Water,Wetland,Water,NULL,Water,Bareland,Grassland,Grassland
6812,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
6813,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Water
6814,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
6815,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
6816,Water,Wetland,Water,NULL,Water,Water,Water,Forest
6817,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
6818,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
6819,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
6820,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
6821,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
6822,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
6823,Water,Wetland,Water,Water,Water,Bareland,Grassland,Grassland
6824,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
6825,Water,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
6826,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
6827,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
6828,Water,Wetland,Water,Water,Water,Water,Bareland,Bareland
6829,Water,Wetland,Water,Water,Water,Water,Bareland,Water
6830,Water,Wetland,Water,Water,Water,Water,Water,Grassland
6831,Water,Wetland,Water,Water,Water,Water,Water,Wetland
6832,Water,Wetland,Water,Water,Water,Water,Water,Water
6833,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6834,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6835,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6836,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6837,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6838,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
6839,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
6840,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6841,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6842,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
6843,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6844,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
6845,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6846,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
6847,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6848,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
6849,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6850,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6851,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6852,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
6853,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6854,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6855,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6856,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6857,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6858,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
6859,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
6860,Water,Bareland,Water,Non_Water,Water,Water,Bareland,Wetland
6861,Water,Bareland,Water,Water,Water,Bareland,Bareland,Wetland
6862,Water,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
6863,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
6864,Water,Bareland,Water,Water,Water,Water,Bareland,Water
6865,Water,Bareland,Water,Water,Water,Water,Water,Water
6866,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6867,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6868,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6869,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6870,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6871,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6872,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6873,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6874,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6875,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6876,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6877,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6878,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6879,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6880,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6881,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6882,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
6883,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6884,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6885,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
6886,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6887,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6888,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6889,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6890,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6891,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6892,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6893,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6894,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
6895,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
6896,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Bareland
6897,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
6898,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
6899,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Wetland
6900,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6901,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6902,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6903,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6904,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6905,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6906,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
6907,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
6908,Water,Built-up,Water,NULL,Water,Bareland,Water,Grassland
6909,Water,Built-up,Water,Water,Water,Bareland,Bareland,Forest
6910,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6911,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6912,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
6913,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
6914,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6915,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6916,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6917,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
6918,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6919,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6920,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6921,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6922,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6923,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6924,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6925,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6926,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6927,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
6928,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
6929,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6930,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6931,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6932,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6933,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6934,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6935,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6936,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6937,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6938,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6939,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6940,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6941,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6942,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6943,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6944,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6945,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6946,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6947,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6948,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6949,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6950,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
6951,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6952,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
6953,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6954,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
6955,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
6956,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6957,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6958,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6959,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6960,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6961,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6962,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
6963,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
6964,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
6965,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
6966,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6967,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6968,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
6969,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6970,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6971,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6972,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6973,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6974,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6975,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6976,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6977,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6978,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6979,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6980,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6981,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
6982,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6983,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6984,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6985,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
6986,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6987,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6988,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
6989,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6990,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6991,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
6992,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
6993,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
6994,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6995,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
6996,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6997,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
6998,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
6999,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
7000,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
7001,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7002,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7003,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7004,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7005,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7006,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
7007,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
7008,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7009,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
7010,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7011,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
7012,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
7013,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
7014,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
7015,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
7016,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
7017,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
7018,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
7019,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
7020,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7021,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
7022,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
7023,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
7024,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
7025,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
7026,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
7027,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
7028,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7029,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
7030,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
7031,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
7032,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
7033,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
7034,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
7035,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
7036,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7037,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7038,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
7039,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
7040,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7041,Water,Water,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
7042,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
7043,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
7044,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
7045,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7046,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7047,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7048,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7049,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7050,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
7051,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7052,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7053,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7054,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7055,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7056,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7057,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7058,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7059,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
7060,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7061,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7062,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7063,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7064,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7065,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
7066,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7067,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7068,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7069,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7070,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7071,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7072,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7073,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
7074,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7075,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7076,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7077,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7078,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7079,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7080,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7081,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7082,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
7083,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7084,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7085,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
7086,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7087,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7088,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
7089,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7090,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7091,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
7092,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7093,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
7094,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7095,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7096,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7097,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
7098,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
7099,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7100,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7101,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
7102,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7103,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
7104,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7105,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7106,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7107,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7108,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7109,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7110,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7111,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7112,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7113,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7114,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
7115,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
7116,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7117,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
7118,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
7119,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7120,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7121,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
