Dataset,MajorityClass,Grassland,Bareland,Built-up,Water,Forest,Cropland,Wetland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHG_M_R,Non_Water,1,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,Wetland,0,0,0,8,0,0,0,0,297,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,Shrubland,0,0,0,0,0,0,0,0,308,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,Grassland,0,0,0,47,0,0,65,0,322,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,Water,0,0,0,0,0,0,551,0,718,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,Forest,0,0,0,189,0,0,288,0,1211,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,Bareland,0,0,0,45,0,0,24,0,44,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,Cropland,0,0,0,34,0,0,21,0,434,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,Built-up,0,0,0,18,0,0,4,0,57,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Non_Wetland,7,5,0,3,3,0,15,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Grassland,0,185,32,28,111,104,149,216,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Wetland,86,94,0,51,20,1,0,132,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Bareland,181,0,24,15,42,40,13,34,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Water,455,1102,38,0,426,37,602,945,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Forest,584,704,69,234,0,226,718,925,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Non_Water,0,0,0,2,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Shrubland,143,127,30,46,45,34,102,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Built-up,208,287,0,0,59,23,42,111,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,Cropland,682,537,192,33,249,0,170,322,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,Water,0,0,0,0,0,0,0,0,0,1061,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,Grassland,0,0,0,164,0,0,0,0,0,106,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,Bareland,0,0,0,95,0,0,0,0,0,42,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,Wetland,0,0,0,217,0,0,0,0,0,121,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,Shrubland,0,0,0,142,0,0,0,0,0,81,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,Forest,0,0,0,490,0,0,0,0,0,341,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,Cropland,0,0,0,116,0,0,0,0,0,75,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,Built-up,0,0,0,13,0,0,0,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,Grassland,0,6,118,47,341,567,65,731,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,Wetland,0,0,0,8,63,23,0,128,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,Bareland,0,0,196,45,96,385,24,406,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,Built-up,0,1,0,18,81,256,4,253,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,Water,0,142,86,0,664,920,551,1250,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,Forest,10,49,182,189,0,975,288,1245,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,Cropland,2,5,207,34,366,0,21,735,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,Shrubland,0,2,17,0,45,52,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,Grassland,0,4,147,212,237,675,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,Wetland,0,0,6,101,48,163,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,Bareland,0,0,203,89,20,382,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,Forest,0,1,472,765,0,843,28,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,Shrubland,0,0,93,137,124,320,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,Water,0,5,63,0,167,553,14,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,Built-up,0,8,0,3,10,106,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,Cropland,0,5,161,44,190,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,Wetland,49,39,0,91,137,21,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,Water,119,176,0,0,776,53,66,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,Forest,216,176,0,175,0,193,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,Shrubland,127,102,0,108,281,96,5,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,Cropland,249,302,0,108,259,0,5,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,Bareland,11,0,0,38,64,26,2,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,Built-up,29,122,0,13,161,121,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,Grassland,0,139,0,76,154,105,2,0,0,0,6
