Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMQ_M_R
6211,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6212,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6213,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6214,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
6215,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6216,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6217,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
6218,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6219,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6220,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6221,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6222,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6223,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
6224,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6225,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6226,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6227,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6228,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6229,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6230,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6231,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6232,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6233,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
6234,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6235,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6236,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
6237,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6238,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6239,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6240,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6241,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6242,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
6243,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6244,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6245,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
6246,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
6247,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
6248,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
6249,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
6250,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6251,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6252,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6253,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6254,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6255,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6256,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6257,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
6258,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6259,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6260,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6261,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6262,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6263,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6264,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6265,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6266,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6267,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6268,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6269,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6270,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6271,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6272,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6273,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
6274,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6275,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6276,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6277,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6278,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6279,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6280,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6281,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6282,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6283,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
6284,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6285,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6286,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6287,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6288,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6289,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
6290,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6291,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6292,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6293,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6294,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
6295,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
6296,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6297,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6298,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6299,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6300,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6301,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
6302,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6303,Cropland,Water,Water,Water,Water,Grassland,Forest,Forest
6304,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6305,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6306,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6307,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6308,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6309,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6310,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6311,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6312,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6313,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6314,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6315,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6316,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6317,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6318,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6319,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6320,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
6321,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6322,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6323,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6324,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6325,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6326,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6327,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6328,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6329,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6330,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6331,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6332,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6333,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6334,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6335,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6336,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6337,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6338,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6339,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6340,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6341,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6342,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6343,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
6344,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
6345,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6346,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6347,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6348,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6349,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6350,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6351,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6352,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6353,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
6354,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6355,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6356,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6357,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6358,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6359,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6360,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6361,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6362,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6363,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6364,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6365,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6366,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6367,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6368,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6369,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6370,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6371,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6372,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6373,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6374,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6375,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6376,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6377,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6378,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
6379,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6380,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6381,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6382,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
6383,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6384,Cropland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6385,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6386,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
6387,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6388,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6389,Cropland,Forest,Water,NULL,Water,Grassland,Forest,Grassland
6390,Cropland,Forest,Water,Non_Water,Water,Grassland,Forest,Wetland
6391,Cropland,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
6392,Cropland,Forest,Water,Water,Water,Water,Forest,Forest
6393,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6394,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6395,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6396,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6397,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6398,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6399,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6400,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6401,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6402,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6403,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6404,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6405,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6406,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6407,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6408,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6409,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6410,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6411,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6412,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6413,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6414,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6415,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6416,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6417,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6418,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6419,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6420,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
6421,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6422,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6423,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6424,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6425,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6426,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6427,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6428,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6429,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6430,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6431,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6432,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6433,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
6434,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6435,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6436,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6437,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6438,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6439,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6440,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6441,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6442,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6443,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6444,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6445,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
6446,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6447,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
6448,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6449,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6450,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
6451,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
6452,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
6453,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6454,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6455,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6456,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6457,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
6458,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
6459,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6460,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
6461,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6462,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6463,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6464,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6465,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6466,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6467,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6468,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6469,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6470,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6471,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6472,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6473,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
6474,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6475,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
6476,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6477,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
6478,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6479,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6480,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6481,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
6482,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6483,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6484,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6485,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6486,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6487,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6488,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6489,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6490,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6491,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6492,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6493,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6494,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6495,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6496,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6497,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6498,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
6499,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
6500,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6501,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6502,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6503,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6504,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6505,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6506,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6507,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6508,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
6509,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
6510,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6511,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6512,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6513,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
6514,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6515,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6516,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
6517,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6518,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6519,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6520,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
6521,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
6522,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
6523,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6524,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6525,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
6526,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6527,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6528,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
6529,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6530,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6531,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
