Dataset,MajorityClass,Forest,Bareland,Water,Grassland,Wetland,Cropland,Non_Wetland,Shrubland,Lichens_and_Mosses,Built-up,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCJ_M_R,Bareland,0,0,163,0,0,0,0,0,0,0,113,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCJ_M_R,Water,0,0,0,0,0,0,0,0,0,0,405,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCJ_M_R,Cropland,0,0,3,0,0,0,0,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,Water,202,131,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,Grassland,65,9,37,0,0,0,0,0,0,12,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,Forest,0,47,421,0,10,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,Wetland,27,5,29,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,Cropland,6,2,8,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,Bareland,64,0,123,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,Water,570,355,0,1,0,78,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,Forest,0,76,52,5,0,55,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,Grassland,89,14,7,0,0,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,Bareland,18,0,2,0,0,9,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,Wetland,43,12,3,0,0,3,0,0,0,0,0,0
