Dataset,MajorityClass,Grassland,Forest,Cropland,Bareland,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,Water,0,0,0,0,0,1124,0,0,1205,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,Grassland,0,0,0,0,0,120,6,0,630,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,Cropland,0,0,0,0,0,45,0,0,461,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,Bareland,0,0,0,0,0,232,24,0,264,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,Built-up,0,0,0,0,0,128,11,0,192,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Non_Wetland,0,1,0,0,0,5,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Grassland,0,159,188,124,98,42,50,580,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Forest,338,0,309,347,217,251,93,1256,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Built-up,111,29,190,416,0,7,57,208,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Water,272,261,169,648,116,203,0,1170,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Shrubland,19,8,12,17,6,14,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Cropland,349,122,0,264,256,24,31,448,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Wetland,137,330,94,487,26,0,509,1052,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Bareland,80,10,53,0,100,2,71,124,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,Permanent_ice_and_snow,2,2,8,13,3,1,1,46,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Grassland,0,0,0,0,0,0,168,0,0,143,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Bareland,0,0,0,0,0,0,387,0,0,206,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Built-up,0,0,0,0,0,0,243,0,0,110,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Shrubland,0,0,0,0,0,0,37,0,0,37,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Wetland,0,0,0,0,0,0,859,0,0,628,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Cropland,0,0,0,0,0,0,102,0,0,95,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Water,0,0,0,0,0,0,0,0,0,1183,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Forest,0,0,0,0,0,0,360,0,0,191,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,3,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Grassland,0,462,757,180,136,121,6,411,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Wetland,173,383,529,173,138,0,52,417,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Built-up,154,181,554,141,0,171,21,302,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Forest,614,0,982,364,308,455,35,684,0,0,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Cropland,216,308,0,89,176,45,0,314,0,0,26,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Bareland,64,111,707,0,410,318,57,195,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Water,228,653,1293,375,379,1216,0,686,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Shrubland,24,42,59,6,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,Permanent_ice_and_snow,13,35,72,4,4,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Grassland,0,443,755,12,294,157,233,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Wetland,0,504,752,15,397,0,818,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Built-up,0,59,149,33,0,14,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Shrubland,0,93,123,1,39,45,46,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Bareland,0,185,173,0,468,138,190,0,0,0,0,6
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Forest,0,0,784,20,613,403,424,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Water,0,236,385,146,543,476,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Cropland,0,158,0,19,257,38,62,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,Permanent_ice_and_snow,0,20,20,0,27,9,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,Wetland,293,911,167,105,0,0,746,0,0,0,0,62
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,Built-up,125,423,221,195,0,64,418,0,0,0,0,45
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,Forest,252,0,142,116,0,192,485,0,0,0,0,100
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,Shrubland,73,146,30,32,0,76,136,0,0,0,0,29
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,Cropland,258,347,0,178,0,178,402,0,0,0,0,77
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,Bareland,18,166,30,0,0,112,260,0,0,0,0,64
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,Water,90,281,101,181,0,372,0,0,0,0,0,66
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,Grassland,0,302,109,124,0,166,307,0,0,0,0,61
