Dataset,MajorityClass,Forest,Built-up,Grassland,Water,Wetland,Bareland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,Water,35,0,185,0,150,101,121,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,Shrubland,0,0,17,2,11,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,Wetland,13,0,106,81,0,34,119,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,Cropland,0,0,18,0,0,11,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,Bareland,0,0,78,3,7,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,Built-up,0,0,4,0,6,3,15,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,Grassland,0,0,0,0,7,0,0,104,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,Wetland,0,0,0,1,0,0,0,71,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,Forest,0,0,0,35,216,0,0,460,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,Water,0,0,0,0,328,0,0,214,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,Shrubland,0,0,0,0,0,0,0,41,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,Cropland,0,0,0,0,0,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,Bareland,0,0,0,10,29,0,0,61,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,Built-up,0,0,0,0,0,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,Grassland,0,0,0,27,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,Wetland,0,0,0,181,0,0,0,0,114,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,Bareland,0,0,0,83,0,0,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,Shrubland,0,0,0,13,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,Water,0,0,0,0,0,0,0,0,185,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,Built-up,0,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,Forest,0,0,0,139,0,0,0,0,110,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,Grassland,40,34,0,0,7,12,66,0,0,58,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,Wetland,4,6,1,1,0,8,39,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,Forest,0,46,89,35,216,153,215,0,0,84,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,Bareland,18,52,15,10,29,0,46,0,0,66,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,Water,57,36,12,0,328,87,164,0,0,36,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,Shrubland,3,2,3,0,0,5,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,Cropland,4,1,1,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,Built-up,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,Grassland,17,19,0,31,0,13,0,0,0,35,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,Forest,0,35,0,280,19,0,0,0,0,13,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,Water,26,1,0,0,11,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,Wetland,39,3,0,187,0,25,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,Shrubland,4,10,0,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,Bareland,28,2,0,55,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,Bareland,32,0,1,25,0,0,0,0,0,2,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,Forest,0,0,9,14,0,29,0,0,0,4,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,Shrubland,32,0,1,0,0,3,0,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,Wetland,226,0,5,37,0,41,0,0,0,10,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,Water,285,0,1,0,14,79,0,0,0,15,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,Grassland,73,0,0,3,0,31,0,0,0,15,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,Built-up,1,0,0,0,0,0,0,0,0,0,0,0
