Dataset,MajorityClass,Forest,Wetland,Cropland,Water,Built-up,Grassland,Bareland,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,Forest,0,612,0,242,17,153,64,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,Shrubland,2,8,0,0,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,Water,101,473,0,0,23,32,22,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,Cropland,5,38,0,9,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,Built-up,21,61,0,43,0,16,47,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Grassland,0,67,0,9,0,0,0,0,442,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Wetland,0,0,0,33,0,0,0,0,588,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Forest,0,251,0,70,0,0,0,0,666,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Shrubland,0,0,0,0,0,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Water,0,429,0,0,0,0,0,0,270,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Cropland,0,4,0,1,0,0,0,0,50,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Bareland,0,20,0,1,0,0,0,0,70,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Built-up,0,58,0,4,0,0,0,0,83,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Wetland,24,0,11,221,6,273,501,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Non_Wetland,0,3,0,2,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Forest,0,308,4,83,20,272,319,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Grassland,7,179,2,21,2,0,153,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Shrubland,0,5,0,2,0,3,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Water,97,352,0,0,23,99,359,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Bareland,0,5,0,2,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Built-up,6,26,0,15,0,27,97,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Cropland,0,23,0,0,0,5,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,Grassland,74,67,2,9,6,0,35,92,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,Wetland,103,0,0,33,6,175,75,138,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,Forest,0,300,7,115,67,226,118,128,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,Water,84,485,0,0,62,100,86,94,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,Bareland,9,20,0,1,3,18,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,Cropland,11,4,0,1,1,14,3,14,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,Built-up,25,60,0,4,0,41,6,38,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,Wetland,0,0,0,474,0,0,0,0,0,0,229,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,Shrubland,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,Grassland,0,0,0,57,0,0,0,0,0,0,8,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,Bareland,0,0,0,9,0,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,Water,0,0,0,0,0,0,0,0,0,0,257,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,Built-up,0,0,0,46,0,0,0,0,0,0,9,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,Forest,0,0,0,155,0,0,0,0,0,0,110,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,Cropland,0,0,0,0,0,0,0,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,Wetland,214,0,246,274,147,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,Grassland,91,32,69,46,74,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,Water,135,56,64,0,84,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,Forest,0,16,26,225,197,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,Bareland,1,2,8,14,29,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,Built-up,6,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,Wetland,421,0,249,226,0,304,177,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,Forest,0,1,31,21,0,43,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,Water,401,65,75,0,0,51,78,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,Bareland,5,1,4,3,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,Cropland,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,Grassland,106,14,47,12,0,0,21,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,Built-up,22,0,0,8,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
