Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Water,Cropland,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,Grassland,0,0,0,0,194,0,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,Bareland,0,0,0,0,111,0,0,0,38,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,Shrubland,0,0,0,0,7,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,Wetland,0,0,0,0,798,0,0,0,485,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,Forest,0,0,0,0,492,0,0,0,213,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,Built-up,0,0,0,0,40,0,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,Cropland,0,0,0,0,7,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,Grassland,191,166,185,135,48,12,0,0,0,386,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,Wetland,100,0,242,71,99,0,161,0,0,309,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,Forest,0,337,364,201,145,18,584,0,0,546,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,Bareland,33,81,0,154,27,0,94,0,0,196,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,Water,263,611,358,177,0,0,338,0,0,479,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,Built-up,43,22,12,0,11,0,108,0,0,139,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,Cropland,30,5,12,28,2,0,50,0,0,96,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,5,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,Grassland,235,171,34,198,181,447,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,Wetland,172,0,63,98,457,212,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,Forest,0,317,13,228,527,247,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,Bareland,19,8,0,68,62,98,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,Built-up,9,5,6,0,2,69,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,Water,120,455,89,93,0,88,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,Cropland,0,0,0,6,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,Permanent_ice_and_snow,0,0,0,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,Forest,0,15,37,0,161,90,88,0,0,0,0,23
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,Wetland,891,0,57,0,456,117,268,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,Bareland,82,3,0,0,46,20,16,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,Built-up,130,1,23,0,41,100,41,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,Water,816,263,62,0,0,30,103,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,Grassland,440,69,74,0,177,156,0,0,0,0,0,38
