Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCP_M_R
2962,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2963,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2964,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2965,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2966,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2967,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
2968,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2969,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2970,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2971,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2972,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2973,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2974,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2975,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2976,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2977,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2978,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2979,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2980,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2981,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2982,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2983,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2984,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2985,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2986,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2987,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2988,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2989,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2990,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2991,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2992,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2993,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2994,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2995,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2996,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2997,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2998,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2999,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3000,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3001,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3002,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3003,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3004,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3005,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3006,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3007,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3008,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3009,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3010,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3011,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3012,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3013,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3014,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3015,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3016,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3017,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3018,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3019,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3020,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3021,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3022,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3023,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3024,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3025,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3026,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3027,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3028,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3029,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3030,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3031,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3032,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3033,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3034,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3035,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3036,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3037,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3038,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3039,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3040,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3041,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3042,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3043,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3044,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3045,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3046,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3047,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3048,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3049,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3050,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3051,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3052,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3053,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3054,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3055,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3056,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3057,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3058,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3059,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3060,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3061,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3062,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3063,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3064,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3065,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3066,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3067,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3068,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3069,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3070,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3071,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3072,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3073,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3074,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3075,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3076,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3077,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3078,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3079,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3080,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3081,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3082,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3083,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3084,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3085,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3086,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3087,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3088,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3089,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3090,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3091,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3092,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3093,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3094,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3095,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3096,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3097,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3098,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3099,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3100,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3101,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
3102,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3103,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3104,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3105,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3106,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3107,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3108,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3109,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3110,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3111,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3112,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3113,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3114,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3115,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3116,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3117,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3118,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3119,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3120,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3121,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3122,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3123,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3124,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3125,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3126,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3127,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3128,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3129,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3130,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3131,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3132,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3133,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3134,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3135,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3136,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3137,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3138,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3139,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3140,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3141,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3142,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3143,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3144,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3145,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3146,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3147,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3148,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3149,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3150,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3151,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3152,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3153,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3154,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3155,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3156,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3157,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3158,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3159,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3160,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3161,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3162,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3163,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3164,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
3165,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3166,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
3167,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3168,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3169,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3170,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3171,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3172,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3173,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3174,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3175,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3176,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3177,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3178,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3179,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3180,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3181,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3182,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
3183,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3184,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3185,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
3186,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
3187,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3188,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3189,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3190,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3191,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3192,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3193,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3194,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3195,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3196,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3197,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3198,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3199,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3200,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3201,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3202,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
3203,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3204,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3205,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3206,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3207,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3208,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3209,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3210,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3211,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3212,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Wetland
3213,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
3214,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
3215,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
3216,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
3217,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
3218,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3219,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
3220,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3221,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3222,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Bareland
3223,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
3224,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
3225,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3226,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
3227,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3228,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3229,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3230,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
3231,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3232,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
3233,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
3234,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Forest
3235,Grassland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
3236,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3237,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
3238,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
3239,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Water
3240,Grassland,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
3241,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
3242,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
3243,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3244,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3245,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3246,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3247,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3248,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3249,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3250,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3251,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3252,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3253,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3254,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3255,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3256,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3257,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3258,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3259,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3260,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3261,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3262,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3263,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3264,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3265,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3266,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3267,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3268,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3269,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3270,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3271,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3272,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3273,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3274,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3275,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3276,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3277,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3278,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3279,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3280,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3281,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3282,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3283,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
