Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Water,Grassland,Non_Wetland,Cropland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,Bareland,56,88,0,247,90,0,0,94,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,Built-up,6,3,7,0,2,0,0,34,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,Water,365,786,196,510,0,0,0,276,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,Cropland,4,1,0,39,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,Permanent_ice_and_snow,0,1,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,Wetland,1150,0,102,0,591,491,0,402,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,Forest,0,5,42,0,93,89,0,146,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,Bareland,163,7,0,0,62,34,0,62,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,Water,1075,125,220,0,0,237,0,153,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,Built-up,157,0,15,0,16,13,0,71,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,Cropland,6,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,Grassland,478,40,36,0,143,0,0,185,0,0,0,3
