Dataset,MajorityClass,Forest,Cropland,Built-up,Bareland,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEV_M_R,Cropland,0,0,0,0,60,63,0,0,640,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEV_M_R,Bareland,0,0,0,0,20,13,0,0,11,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEV_M_R,Water,0,0,0,0,443,0,0,0,636,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEV_M_R,Built-up,0,0,0,0,6,20,0,0,153,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEV_M_R,Forest,0,0,0,0,227,113,0,0,1160,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Non_Wetland,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Grassland,99,67,22,44,187,95,0,37,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Non_Water,0,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Shrubland,1,3,0,2,7,2,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Forest,0,148,68,155,685,266,208,62,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Cropland,179,0,163,212,366,140,226,43,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Water,264,45,32,123,610,0,40,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Wetland,72,6,1,3,0,169,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Built-up,37,43,0,187,112,8,72,16,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEV_M_R,Bareland,3,4,6,0,11,9,13,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,Water,0,0,0,0,0,0,0,0,0,973,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,Wetland,0,0,0,0,0,68,0,0,0,330,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,Shrubland,0,0,0,0,0,0,0,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,Bareland,0,0,0,0,0,10,0,0,0,24,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,Cropland,0,0,0,0,0,90,0,0,0,212,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,Built-up,0,0,0,0,0,39,0,0,0,40,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,Forest,0,0,0,0,0,231,0,0,0,395,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEV_M_R,Grassland,0,0,0,0,0,43,0,0,0,137,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,Grassland,246,403,129,51,58,28,0,287,0,0,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,Forest,0,615,225,159,227,113,164,404,0,0,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,Cropland,371,0,220,60,60,63,78,345,0,0,9
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,Wetland,147,63,7,23,0,5,4,60,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,Built-up,116,253,0,10,6,20,24,132,0,0,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,Bareland,25,123,98,0,20,13,1,38,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEV_M_R,Water,519,530,134,209,443,0,74,198,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,Grassland,165,622,183,0,3,79,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,Built-up,9,167,0,5,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,Water,123,919,227,3,42,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,Forest,0,1005,425,1,49,429,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,Wetland,78,392,54,0,0,169,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,Bareland,1,156,91,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,Shrubland,1,8,5,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEV_M_R,Cropland,77,0,224,0,3,35,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,Built-up,174,136,0,50,2,60,78,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,Forest,0,117,0,12,45,140,207,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,Cropland,290,0,0,70,27,109,225,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,Wetland,273,67,0,14,0,123,138,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,Water,561,126,0,37,145,0,154,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,Bareland,17,13,0,0,0,15,16,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,Grassland,148,74,0,1,8,29,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEV_M_R,Shrubland,5,1,0,0,0,0,0,0,0,0,0
