Dataset,MajorityClass,Grassland,Cropland,Forest,Water,Wetland,Bareland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,Shrubland,0,0,0,0,0,0,0,0,369,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,Grassland,0,0,0,30,61,0,0,0,371,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,Forest,0,0,0,148,161,0,0,0,1361,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,Water,0,0,0,0,555,0,0,0,823,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,Cropland,0,0,0,34,31,0,0,0,488,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,Bareland,0,0,0,154,58,0,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,Built-up,0,0,0,24,1,0,0,0,88,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Non_Wetland,7,0,3,1,20,9,0,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Grassland,0,102,96,36,158,161,29,258,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Wetland,81,1,9,71,0,142,0,179,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Bareland,212,34,34,33,17,0,36,94,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Water,484,32,278,0,676,1314,39,975,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Forest,579,211,0,235,797,748,58,978,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Non_Water,0,0,0,2,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Shrubland,141,32,41,50,109,143,22,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Built-up,249,28,62,4,68,326,0,188,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Cropland,697,0,238,55,194,507,140,405,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,Permanent_ice_and_snow,1,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,Grassland,0,0,0,181,0,0,0,0,0,100,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,Bareland,0,0,0,223,0,0,0,0,0,121,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,Water,0,0,0,0,0,0,0,0,0,1078,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,Wetland,0,0,0,255,0,0,0,0,0,164,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,Shrubland,0,0,0,161,0,0,0,0,0,88,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,Cropland,0,0,0,141,0,0,0,0,0,89,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,Built-up,0,0,0,15,0,0,0,0,0,15,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,Forest,0,0,0,344,0,0,0,0,0,256,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Grassland,0,614,314,30,61,10,141,739,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Wetland,0,45,110,22,0,0,2,165,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Bareland,0,537,141,154,58,0,375,507,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Water,0,964,628,0,555,133,156,1187,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Forest,26,1063,0,148,161,37,258,1179,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Built-up,0,319,81,24,1,1,0,264,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Cropland,4,0,336,34,31,4,198,724,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Shrubland,0,55,48,0,0,6,22,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Grassland,0,713,241,182,0,5,165,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Wetland,0,222,62,123,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Bareland,0,368,78,134,34,0,314,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Water,0,645,88,0,97,69,132,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Forest,0,847,0,688,31,0,545,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Shrubland,0,337,142,150,11,0,111,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Built-up,0,101,7,7,2,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Cropland,0,0,172,47,0,6,186,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,Wetland,77,21,166,100,0,41,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,Forest,190,171,0,167,16,202,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,Shrubland,139,101,308,127,17,126,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,Cropland,265,0,275,122,13,295,0,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,Bareland,13,44,93,167,4,0,0,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,Water,147,56,680,0,107,245,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,Built-up,20,126,227,52,0,176,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,Grassland,0,111,179,83,8,146,0,0,0,0,0,9
