Dataset,MajorityClass,Shrubland,Wetland,Bareland,Built-up,Forest,Water,Grassland,Cropland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R,Shrubland,0,1,5,4,21,0,57,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R,Built-up,0,0,9,0,50,0,82,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R,Water,0,49,59,0,241,0,272,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R,Forest,0,5,9,25,0,69,402,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R,Cropland,0,0,0,11,27,0,43,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,Grassland,0,51,0,0,0,23,0,0,251,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,Wetland,0,0,0,0,0,7,0,0,107,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,Shrubland,0,0,0,0,0,0,0,0,38,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,Forest,0,155,0,0,0,58,0,0,499,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,Water,0,160,0,0,0,0,0,0,224,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,Built-up,0,0,0,0,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,Cropland,0,1,0,0,0,1,0,0,19,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,Bareland,0,0,0,0,0,1,0,0,23,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,Grassland,317,51,4,74,212,23,0,59,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,Forest,336,155,9,83,0,58,94,46,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,Wetland,60,0,0,1,33,7,10,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,Bareland,76,0,0,11,30,1,10,7,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,Built-up,61,0,2,0,32,0,18,10,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,Water,198,160,2,4,181,0,16,7,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,Cropland,36,1,0,8,17,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,Grassland,0,0,0,0,0,60,0,0,0,17,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,Wetland,0,0,0,0,0,38,0,0,0,55,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,Water,0,0,0,0,0,0,0,0,0,104,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,Forest,0,0,0,0,0,113,0,0,0,48,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,Cropland,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,Bareland,0,0,0,0,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,Grassland,0,5,4,97,89,52,0,131,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,Shrubland,0,0,0,2,2,3,0,9,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,Forest,0,12,2,118,0,141,0,108,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,Bareland,0,0,0,29,8,4,0,16,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,Wetland,0,0,4,9,63,61,0,32,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,Built-up,0,0,2,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,Water,0,12,30,12,79,0,0,18,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,Cropland,0,0,0,5,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,Forest,0,16,39,0,0,59,57,57,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,Shrubland,0,1,1,0,16,5,7,3,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,Bareland,0,0,0,0,4,3,4,4,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,Wetland,0,0,17,0,145,79,38,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,Water,0,14,64,0,202,0,17,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,Built-up,0,1,10,0,35,0,6,16,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,Grassland,0,24,47,0,134,47,0,66,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,Cropland,0,0,0,0,2,0,0,0,0,0,0
