Dataset,MajorityClass,Grassland,Forest,Wetland,Water,Cropland,Built-up,Bareland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEN_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Shrubland,0,0,0,0,0,0,0,0,331,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Wetland,0,0,0,67,0,0,0,0,716,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Grassland,0,0,153,16,0,0,0,0,474,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Forest,0,0,754,197,0,0,0,0,1598,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Water,0,0,862,0,0,0,0,0,588,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Bareland,0,0,268,44,0,0,0,0,46,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Cropland,0,0,66,1,0,0,0,0,183,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Built-up,0,0,3,3,0,0,0,0,32,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Grassland,0,56,134,17,55,16,207,266,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Non_Wetland,3,3,19,0,1,0,6,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Wetland,312,410,0,371,5,4,495,886,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Forest,562,0,572,278,21,23,840,1039,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Water,108,513,420,0,0,17,562,664,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Non_Water,0,0,0,0,0,0,3,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Shrubland,72,28,63,10,12,11,76,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Built-up,51,10,8,2,0,0,120,11,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Cropland,237,22,81,3,0,38,248,105,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Bareland,28,5,13,46,4,6,0,14,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,Shrubland,0,0,0,88,0,0,0,0,0,20,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,Grassland,0,0,0,151,0,0,0,0,0,53,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,Water,0,0,0,0,0,0,0,0,0,753,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,Wetland,0,0,0,886,0,0,0,0,0,589,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,Forest,0,0,0,822,0,0,0,0,0,392,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,Bareland,0,0,0,213,0,0,0,0,0,144,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,Built-up,0,0,0,23,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,Cropland,0,0,0,39,0,0,0,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Grassland,0,229,153,16,304,41,8,429,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Wetland,8,229,0,67,41,7,5,241,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Water,37,416,862,0,256,18,71,484,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Forest,277,0,754,197,582,97,94,798,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Cropland,20,98,66,1,0,8,2,186,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Bareland,1,28,268,44,209,27,0,131,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Built-up,8,6,3,3,90,0,0,78,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Shrubland,13,36,0,0,36,2,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,Forest,0,0,509,516,209,189,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,Shrubland,0,52,114,40,48,35,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,Grassland,0,161,141,56,285,80,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,Wetland,0,318,0,388,78,28,32,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,Bareland,0,54,12,75,31,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,Built-up,0,3,0,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,Water,0,131,398,0,3,19,103,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,Cropland,0,25,3,1,0,17,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,Shrubland,70,175,31,44,29,0,17,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,Wetland,323,979,0,424,157,0,153,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,Forest,170,0,71,127,70,0,33,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,Cropland,53,48,2,0,0,0,76,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,Water,82,645,92,0,21,0,218,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,Bareland,1,31,0,4,11,0,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,Grassland,0,240,43,22,96,0,82,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,Built-up,0,32,0,0,17,0,13,0,0,0,0
