Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,Bareland,0,156,0,140,52,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,Forest,0,408,0,247,0,144,236,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,Built-up,0,45,17,0,8,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,Wetland,0,23,1,19,93,0,142,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,Water,0,26,17,18,83,130,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,Cropland,0,0,4,142,81,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,Forest,175,184,96,0,0,73,63,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,Shrubland,93,129,97,0,188,49,51,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,Cropland,90,0,145,0,109,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,Wetland,184,29,7,0,293,0,110,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,Water,88,6,40,0,279,135,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,Bareland,1,39,0,0,15,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,Built-up,3,136,89,0,98,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,Grassland,0,142,81,0,161,29,14,0,0,0,0,0
