Dataset,MajorityClass,Grassland,Cropland,Forest,Bareland,Built-up,Water,Wetland,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,Forest,111,953,0,249,296,138,352,880,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,Cropland,16,0,230,90,325,35,85,575,0,24,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,Wetland,5,222,188,55,9,31,0,171,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,Bareland,0,167,12,0,179,12,9,139,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,Water,38,636,374,371,212,0,488,392,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,Shrubland,1,9,3,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGA_M_R,Permanent_ice_and_snow,0,0,0,1,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Shrubland,0,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Cropland,0,0,0,0,0,121,0,0,0,0,124,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Water,0,0,0,0,0,0,0,0,0,0,933,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Wetland,0,0,0,0,0,189,0,0,0,0,461,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Bareland,0,0,0,0,0,38,0,0,0,0,33,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Built-up,0,0,0,0,0,85,0,0,0,0,65,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Forest,0,0,0,0,0,338,0,0,0,0,382,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Grassland,0,0,0,0,0,28,0,0,0,0,88,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Grassland,0,573,126,0,137,57,58,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Wetland,0,441,172,0,74,239,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Bareland,0,280,2,0,146,14,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Built-up,0,228,28,4,0,33,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Forest,0,1203,0,0,609,487,219,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Shrubland,0,62,15,0,28,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Water,0,910,176,21,265,0,295,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Cropland,0,0,103,1,277,42,37,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGA_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,Forest,250,151,0,24,0,171,108,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,Shrubland,19,19,61,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,Cropland,331,0,411,125,0,122,48,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,Wetland,307,63,551,5,0,247,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,Built-up,96,237,306,125,0,128,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,Water,114,65,585,97,0,0,234,0,0,0,0,25
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,Bareland,6,19,44,0,0,20,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGA_M_R,Grassland,0,43,112,5,0,11,10,0,0,0,0,0
