Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Water,0,0,0,0,0,0,0,0,190,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Forest,0,0,0,0,92,0,0,0,43,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Bareland,0,0,0,0,78,0,0,0,34,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,Water,85,56,5,34,0,108,106,0,0,152,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,Cropland,10,2,0,8,1,14,0,0,0,47,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,Wetland,19,0,0,7,17,36,32,0,0,76,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,Bareland,57,20,0,28,14,47,65,0,0,89,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,Built-up,17,2,3,0,0,14,16,0,0,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,Forest,40,31,3,22,19,0,77,0,0,96,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,Grassland,0,7,0,2,3,16,16,0,0,38,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,Permanent_ice_and_snow,8,0,0,2,0,7,12,0,0,23,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,Grassland,0,21,6,20,11,18,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,Wetland,0,0,19,43,49,35,40,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,Water,0,111,112,90,0,70,41,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,Forest,0,62,20,49,50,0,36,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,Built-up,0,0,1,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,Cropland,0,5,0,9,9,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,Bareland,0,37,0,36,26,23,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,Permanent_ice_and_snow,0,2,3,12,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,Water,14,61,77,0,0,76,32,0,0,0,25
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,Wetland,20,0,31,0,56,60,26,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,Forest,12,12,29,0,30,0,22,0,0,0,20
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,Cropland,2,1,2,0,3,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,Built-up,1,0,9,0,19,8,6,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,Grassland,0,2,12,0,11,10,5,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,Bareland,0,0,0,0,15,3,1,0,0,0,4
