Dataset,MajorityClass,Forest,Built-up,Water,Bareland,Cropland,Grassland,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVL_M_R,Built-up,3,0,4,27,0,2,12,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVL_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Grassland,4,0,15,116,2,0,31,65,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Non_Wetland,0,0,0,2,0,2,9,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Wetland,21,0,96,64,0,88,0,99,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Forest,0,0,131,185,0,313,171,334,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Non_Water,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Water,46,0,0,122,0,103,113,103,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Shrubland,1,0,1,12,0,23,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Cropland,0,0,4,27,0,27,3,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Bareland,1,0,5,0,0,21,6,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Built-up,0,0,0,6,0,22,8,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,Permanent_ice_and_snow,0,0,0,2,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Wetland,0,0,3,0,0,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Grassland,0,0,6,0,0,0,23,0,118,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Forest,0,0,37,0,0,0,199,0,544,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Water,0,0,0,0,0,0,299,0,158,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Shrubland,0,0,0,0,0,0,0,0,43,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Cropland,0,0,0,0,0,0,1,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Bareland,0,0,2,0,0,0,17,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Built-up,0,0,0,0,0,0,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,Grassland,0,0,14,0,0,0,0,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,Water,0,0,0,0,0,0,0,0,0,199,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,Shrubland,0,0,7,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,Forest,0,0,94,0,0,0,0,0,0,114,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,Cropland,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,Bareland,0,0,30,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,Wetland,0,0,128,0,0,0,0,0,0,116,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,Built-up,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Forest,0,38,37,157,93,87,199,217,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Grassland,69,32,6,20,99,0,23,75,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Wetland,8,4,3,10,3,1,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Bareland,5,11,2,0,20,5,17,10,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Water,58,11,0,69,26,5,299,86,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Shrubland,3,5,0,4,7,2,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Built-up,1,0,0,0,8,1,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Cropland,4,0,0,1,0,4,1,9,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,Grassland,70,42,24,5,98,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,Wetland,67,7,124,13,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,Water,55,7,0,13,2,0,59,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,Forest,0,70,226,3,32,0,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,Shrubland,10,16,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,Bareland,1,4,9,0,16,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,Cropland,4,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,Shrubland,31,0,1,4,4,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,Forest,0,0,5,4,11,25,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,Wetland,254,0,43,16,5,43,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,Water,304,0,0,50,5,31,23,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,Bareland,9,0,2,0,1,1,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,Cropland,3,0,0,3,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,Grassland,92,0,8,44,43,0,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,Built-up,4,0,0,0,0,0,0,0,0,0,0,0
