Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R
13930,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
13931,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
13932,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
13933,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13934,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13935,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
13936,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13937,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13938,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
13939,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13940,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13941,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13942,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13943,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13944,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13945,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13946,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13947,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13948,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13949,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
13950,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13951,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13952,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13953,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13954,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13955,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13956,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13957,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13958,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
13959,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
13960,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13961,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13962,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13963,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13964,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13965,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13966,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13967,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
13968,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13969,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13970,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
13971,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13972,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13973,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13974,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13975,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13976,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
13977,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13978,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13979,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13980,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
13981,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13982,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13983,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
13984,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13985,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13986,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
13987,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
13988,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
13989,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
13990,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
13991,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13992,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
13993,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
13994,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
13995,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
13996,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13997,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
13998,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13999,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14000,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
14001,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
14002,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
14003,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14004,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
14005,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14006,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
14007,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
14008,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
14009,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
14010,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
14011,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14012,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14013,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14014,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
14015,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
14016,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14017,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14018,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14019,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14020,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14021,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14022,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
14023,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
14024,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
14025,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
14026,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
14027,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14028,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
14029,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
14030,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
14031,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
14032,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
14033,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
14034,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
14035,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
14036,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
14037,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
14038,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
14039,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
14040,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
14041,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
14042,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
14043,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
14044,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
14045,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
14046,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
14047,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
14048,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
14049,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
14050,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
14051,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
14052,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
14053,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
14054,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
14055,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
14056,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
14057,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
14058,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14059,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
14060,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
14061,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
14062,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
14063,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
14064,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
14065,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
14066,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14067,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14068,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14069,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
14070,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14071,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14072,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14073,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14074,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14075,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14076,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14077,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
14078,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14079,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
14080,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
14081,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14082,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14083,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14084,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
14085,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
14086,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14087,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14088,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14089,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14090,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
14091,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14092,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
14093,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
14094,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
14095,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
14096,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14097,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
14098,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14099,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
14100,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14101,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
14102,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
14103,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14104,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14105,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14106,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
14107,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14108,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
14109,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
14110,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14111,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
14112,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
14113,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
14114,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
14115,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14116,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14117,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14118,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14119,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14120,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14121,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
14122,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
14123,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
14124,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14125,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
14126,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14127,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14128,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14129,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14130,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
14131,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Forest
14132,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
14133,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
14134,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
14135,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
14136,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
14137,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
14138,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
14139,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
14140,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
14141,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
14142,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14143,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
14144,Forest,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
14145,Forest,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
14146,Forest,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
14147,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
14148,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
14149,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
14150,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
14151,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14152,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
14153,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
14154,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
14155,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
14156,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
14157,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
14158,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
14159,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
14160,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
14161,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
14162,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
14163,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
14164,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
14165,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
14166,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
14167,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
14168,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
14169,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
14170,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
14171,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
14172,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
14173,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
14174,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
14175,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
14176,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
14177,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
14178,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
14179,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
14180,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
14181,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
14182,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
14183,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
14184,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
14185,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
14186,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
14187,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
14188,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
14189,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
14190,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
14191,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
14192,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
14193,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
14194,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
14195,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
14196,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
14197,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
14198,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
14199,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
14200,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
14201,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
14202,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
14203,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
14204,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
14205,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
14206,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
14207,Forest,Water,Wetland,NULL,Wetland,Built-up,Grassland,Forest
14208,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
14209,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
14210,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
14211,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
14212,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
14213,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
14214,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
14215,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
14216,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
14217,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
14218,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
14219,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
14220,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
14221,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
14222,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
14223,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
14224,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
14225,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
14226,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
14227,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
14228,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
14229,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
14230,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
14231,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
14232,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
14233,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
14234,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
14235,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
14236,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
14237,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
14238,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
14239,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
14240,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
14241,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
14242,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
14243,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
14244,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
14245,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
14246,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
14247,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
14248,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
14249,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
14250,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
14251,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
14252,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
14253,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
14254,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
14255,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14256,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
14257,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
14258,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
14259,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
14260,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
14261,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
14262,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
14263,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
14264,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
14265,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
14266,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
14267,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
14268,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
14269,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14270,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
14271,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
14272,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
14273,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
14274,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
