Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Grassland,0,186,109,360,243,668,0,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Cropland,0,35,19,115,15,69,198,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Wetland,0,234,24,406,854,0,1081,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Bareland,0,0,39,125,170,266,381,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Built-up,0,111,0,44,14,45,201,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Water,0,144,57,422,0,936,1429,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Forest,0,186,125,0,363,921,1101,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Non_Water,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Lichens_and_Mosses,0,0,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Grassland,168,718,117,176,258,552,0,145,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Non_Wetland,0,5,0,1,2,7,4,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Forest,59,740,70,0,416,611,920,188,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Wetland,119,894,24,174,782,0,903,160,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Built-up,14,251,0,10,33,61,129,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Bareland,20,0,23,0,65,61,30,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Water,67,889,26,266,0,781,692,84,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Non_Water,0,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Shrubland,6,44,6,4,11,21,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Cropland,0,135,5,26,13,46,120,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Lichens_and_Mosses,0,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Grassland,0,0,0,0,63,245,0,0,1773,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Wetland,0,0,0,0,129,0,0,0,1754,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Bareland,0,0,0,0,30,160,0,0,379,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Forest,0,0,0,0,163,472,0,0,1689,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Water,0,0,0,0,0,913,0,0,1352,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Shrubland,0,0,0,0,0,0,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Built-up,0,0,0,0,1,34,0,0,132,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Cropland,0,0,0,0,1,14,0,0,117,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,Grassland,0,0,0,0,539,0,0,0,0,167,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,Water,0,0,0,0,0,0,0,0,0,762,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,Wetland,0,0,0,0,1291,0,0,0,0,606,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,Bareland,0,0,0,0,318,0,0,0,0,127,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,Shrubland,0,0,0,0,15,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,Built-up,0,0,0,0,20,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,Cropland,0,0,0,0,18,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,Forest,0,0,0,0,448,0,0,0,0,246,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Grassland,93,215,164,458,63,245,0,461,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Forest,31,352,163,0,163,472,813,494,0,0,31,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Built-up,33,26,0,47,1,34,173,131,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Cropland,0,3,22,107,1,14,177,105,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Bareland,15,0,79,93,30,160,246,202,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Wetland,27,181,43,441,129,0,542,269,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Water,25,420,108,498,0,913,764,498,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Shrubland,0,0,0,1,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Forest,245,2,208,0,444,398,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Grassland,469,14,318,334,384,491,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Bareland,39,0,105,75,140,86,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Built-up,13,4,0,16,9,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Wetland,112,45,117,289,617,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Water,53,117,67,162,0,690,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Shrubland,0,0,3,1,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Cropland,0,0,8,4,4,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,Forest,134,81,0,0,134,65,124,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,Wetland,286,233,0,1093,843,0,548,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,Water,66,303,0,723,0,277,151,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,Shrubland,1,0,0,10,2,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,Bareland,25,0,0,53,25,7,5,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,Built-up,101,38,0,154,24,4,15,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,Cropland,0,19,0,9,0,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,Grassland,302,163,0,613,329,228,0,0,0,0,0,1
