Dataset,MajorityClass,Forest,Bareland,Built-up,Cropland,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,Forest,0,207,125,181,74,311,146,226,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,Bareland,100,0,155,235,29,97,60,170,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,Built-up,13,9,0,82,2,4,24,69,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,Water,159,188,87,93,0,378,47,162,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,Cropland,33,4,57,0,0,1,36,45,0,0,32,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,Wetland,10,7,3,5,0,0,3,3,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,Permanent_ice_and_snow,0,1,0,1,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,Grassland,142,8,127,452,162,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,Built-up,4,9,0,57,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,Forest,0,4,137,179,370,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,Bareland,102,0,159,126,181,81,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,Water,67,21,32,59,0,63,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,Wetland,39,0,25,35,82,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,Cropland,5,0,17,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,Bareland,183,0,0,11,101,26,24,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,Forest,0,81,0,55,65,25,41,0,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,Water,393,58,0,0,0,48,24,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,Cropland,35,95,0,0,7,0,21,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,Wetland,174,21,0,3,57,0,17,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,Built-up,84,84,0,27,29,1,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,Grassland,272,169,0,96,106,47,0,0,0,0,0,19
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,Shrubland,3,0,0,0,0,0,0,0,0,0,0,0
