Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,Built-up,178,47,274,0,20,48,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,Cropland,345,66,146,79,8,203,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,Lichens_and_Mosses,0,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,Permanent_ice_and_snow,4,8,32,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Wetland,0,0,0,0,536,0,0,0,311,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Grassland,0,0,0,0,166,0,0,0,67,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Bareland,0,0,0,0,277,0,0,0,141,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Shrubland,0,0,0,0,11,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Cropland,0,0,0,0,29,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Built-up,0,0,0,0,67,0,0,0,18,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Water,0,0,0,0,0,0,0,0,513,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Forest,0,0,0,0,404,0,0,0,170,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,Grassland,0,60,37,129,3,365,584,0,0,542,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,Wetland,130,0,121,93,60,352,339,0,0,555,21,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,Bareland,66,260,0,247,62,72,433,0,0,202,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,Built-up,97,57,19,0,2,89,285,0,0,199,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,Forest,453,280,145,192,70,0,765,0,0,810,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,Water,114,490,186,185,0,337,387,0,0,522,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,Cropland,101,8,4,60,1,118,0,0,0,208,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,Permanent_ice_and_snow,4,0,0,11,0,6,41,0,0,24,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,Grassland,0,183,14,445,174,249,741,0,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,Wetland,0,0,13,245,363,365,375,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,Forest,0,288,13,596,489,0,755,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,Built-up,0,14,1,0,3,13,58,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,Water,0,341,67,197,0,116,176,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,Bareland,0,178,0,283,232,68,100,0,0,0,0,9
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,Cropland,0,16,1,119,5,55,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,Permanent_ice_and_snow,0,11,1,27,0,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,Wetland,267,0,122,0,510,1001,78,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,Forest,243,71,141,0,132,0,209,0,0,0,0,22
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,Built-up,80,8,83,0,62,266,135,0,0,0,0,43
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,Water,56,109,101,0,0,511,3,0,0,0,0,54
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,Bareland,4,72,0,0,154,57,7,0,0,0,0,66
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,Cropland,65,22,56,0,36,131,0,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,Grassland,0,108,141,0,133,432,162,0,0,0,0,46
