Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Bareland,113,0,0,33,30,25,0,0,110,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Built-up,170,0,197,0,126,2,0,0,154,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Water,646,0,396,49,803,0,0,0,1136,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Forest,457,0,285,200,0,130,0,0,902,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Non_Wetland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Non_Water,2,0,0,0,1,3,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Shrubland,71,0,42,18,43,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Cropland,321,0,155,82,210,28,0,0,339,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Wetland,271,0,82,2,632,243,0,0,673,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,Grassland,0,0,0,0,0,221,0,0,0,159,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,Water,0,0,0,0,0,0,0,0,0,1214,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,Shrubland,0,0,0,0,0,89,0,0,0,67,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,Bareland,0,0,0,0,0,51,0,0,0,47,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,Cropland,0,0,0,0,0,64,0,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,Built-up,0,0,0,0,0,45,0,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,Wetland,0,0,0,0,0,376,0,0,0,272,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,Forest,0,0,0,0,0,353,0,0,0,322,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Grassland,0,647,86,82,504,7,114,0,213,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Bareland,1,277,0,77,169,1,3,0,72,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Built-up,19,321,19,0,183,0,35,0,147,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Forest,82,864,103,139,0,37,335,0,278,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Water,125,1092,356,136,957,0,659,0,441,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Shrubland,6,105,31,19,110,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Cropland,3,0,1,13,183,0,12,0,48,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Wetland,3,334,55,9,300,8,0,0,67,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,Permanent_ice_and_snow,0,1,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,Shrubland,0,24,0,82,46,93,81,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,Grassland,0,165,1,134,126,224,215,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,Forest,0,195,0,482,0,445,364,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,Wetland,0,33,0,46,47,325,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,Built-up,0,1,5,0,21,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,Cropland,0,0,1,114,33,27,38,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,Bareland,0,20,0,99,9,53,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,Water,0,11,11,57,49,0,366,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,Forest,206,129,41,0,0,179,232,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,Shrubland,62,58,57,0,186,119,124,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,Built-up,11,99,46,0,213,55,10,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,Water,82,6,19,0,349,0,568,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,Cropland,76,0,20,0,114,42,75,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,Bareland,5,24,0,0,61,74,43,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,Wetland,124,19,6,0,238,179,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,Grassland,0,82,98,0,191,173,214,0,0,0,0,2
