,WorldCover_2021,ESRI_Annual_LULC_2024,GLC_FCS30D_2022,GWL_FCS30D_2022,GSW_Yearly_2021,DynamicWorld_2024,meta,tile_id,MapBiomas_Collection10_2024,MapBiomas_10mbeta_2023
841,3145,2482,2836,3182,1817,2562,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYF_M_R': 2562, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYF_M_R': 2482, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYF_M_R': 2836, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYF_M_R': 1817, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYF_M_R': 3182, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYF_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYF_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NYF_M_R': 3145}",21NYF,0.0,0.0
842,2481,2011,2313,2514,873,2162,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R': 2162, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R': 2011, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R': 2313, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R': 873, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R': 2514, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZA_M_R': 2123, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZA_M_R': 2501, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NZA_M_R': 2481}",21NZA,2501.0,2123.0
843,664,560,623,666,211,590,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZC_M_R': 590, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZC_M_R': 560, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZC_M_R': 623, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZC_M_R': 211, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZC_M_R': 666, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZC_M_R': 370, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZC_M_R': 457, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NZC_M_R': 664}",21NZC,457.0,370.0
844,1042,798,917,1045,508,819,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZD_M_R': 819, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZD_M_R': 798, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZD_M_R': 917, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZD_M_R': 508, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZD_M_R': 1045, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZD_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZD_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NZD_M_R': 1042}",21NZD,0.0,0.0
845,1703,1347,1676,1627,872,1442,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZG_M_R': 1442, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZG_M_R': 1347, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZG_M_R': 1676, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZG_M_R': 872, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZG_M_R': 1627, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZG_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZG_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NZG_M_R': 1703}",21NZG,0.0,0.0
846,1149,855,993,1153,604,908,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZE_M_R': 908, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZE_M_R': 855, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZE_M_R': 993, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZE_M_R': 604, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZE_M_R': 1153, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZE_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZE_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NZE_M_R': 1149}",21NZE,0.0,0.0
847,912,689,846,924,418,719,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZF_M_R': 719, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZF_M_R': 689, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZF_M_R': 846, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZF_M_R': 418, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZF_M_R': 924, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZF_M_R': 0, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZF_M_R': 0, 'AMAZON_EXTENSION_2024_WorldCover_2021_21NZF_M_R': 912}",21NZF,0.0,0.0
848,12163,10071,12743,14712,3515,11458,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R': 11458, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R': 10071, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R': 12743, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R': 3515, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R': 14712, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBC_M_R': 12520, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBC_M_R': 11823, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KBC_M_R': 12163}",22KBC,11823.0,12520.0
849,10135,8438,10154,12193,2681,9864,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R': 9864, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R': 8438, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R': 10154, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R': 2681, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R': 12193, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R': 10090, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R': 9739, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R': 10135}",22KBD,9739.0,10090.0
850,11575,9567,11648,13827,2572,10920,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBE_M_R': 10920, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBE_M_R': 9567, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBE_M_R': 11648, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBE_M_R': 2572, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBE_M_R': 13827, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBE_M_R': 11648, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBE_M_R': 11187, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KBE_M_R': 11575}",22KBE,11187.0,11648.0
851,11374,9132,11515,13744,2558,10358,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBF_M_R': 10358, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBF_M_R': 9132, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBF_M_R': 11515, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBF_M_R': 2558, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBF_M_R': 13744, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBF_M_R': 12064, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBF_M_R': 11490, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KBF_M_R': 11374}",22KBF,11490.0,12064.0
852,14352,11254,13612,15321,5538,12859,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCA_M_R': 12859, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCA_M_R': 11254, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCA_M_R': 13612, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCA_M_R': 5538, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCA_M_R': 15321, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCA_M_R': 10539, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCA_M_R': 11185, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCA_M_R': 14352}",22KCA,11185.0,10539.0
853,14258,11103,14337,16227,5416,13212,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R': 13212, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R': 11103, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R': 14337, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R': 5416, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCB_M_R': 16227, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R': 12046, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCB_M_R': 11961, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCB_M_R': 14258}",22KCB,11961.0,12046.0
854,10598,8600,10618,12620,2031,9631,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R': 9631, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R': 8600, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R': 10618, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R': 2031, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R': 12620, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R': 10839, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R': 10460, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R': 10598}",22KBG,10460.0,10839.0
855,11528,9171,11414,13651,3528,10794,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCD_M_R': 10794, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCD_M_R': 9171, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCD_M_R': 11414, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCD_M_R': 3528, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCD_M_R': 13651, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCD_M_R': 10805, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCD_M_R': 10603, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCD_M_R': 11528}",22KCD,10603.0,10805.0
856,10441,8269,10794,12511,3221,9670,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R': 9670, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R': 8269, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R': 10794, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R': 3221, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCC_M_R': 12511, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCC_M_R': 10031, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCC_M_R': 9639, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCC_M_R': 10441}",22KCC,9639.0,10031.0
857,13697,11956,13624,16261,4328,12543,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCE_M_R': 12543, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCE_M_R': 11956, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R': 13624, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R': 4328, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R': 16261, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R': 13368, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R': 12945, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R': 13697}",22KCE,12945.0,13368.0
858,11704,9252,10789,12146,4010,10118,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDA_M_R': 10118, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDA_M_R': 9252, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDA_M_R': 10789, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDA_M_R': 4010, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDA_M_R': 12146, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDA_M_R': 8004, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDA_M_R': 8107, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDA_M_R': 11704}",22KDA,8107.0,8004.0
859,10708,8994,9573,10811,2982,8919,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCV_M_R': 8919, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCV_M_R': 8994, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCV_M_R': 9573, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCV_M_R': 2982, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCV_M_R': 10811, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCV_M_R': 7175, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCV_M_R': 7443, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCV_M_R': 10708}",22KCV,7443.0,7175.0
860,9098,7656,7993,9138,1959,7256,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCU_M_R': 7256, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCU_M_R': 7656, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCU_M_R': 7993, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCU_M_R': 1959, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCU_M_R': 9138, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCU_M_R': 6397, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCU_M_R': 5851, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCU_M_R': 9098}",22KCU,5851.0,6397.0
861,11456,9954,11268,13485,1799,10263,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCF_M_R': 10263, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCF_M_R': 9954, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCF_M_R': 11268, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCF_M_R': 1799, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCF_M_R': 13485, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCF_M_R': 11095, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCF_M_R': 10532, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCF_M_R': 11456}",22KCF,10532.0,11095.0
862,11409,8835,11278,13284,2878,10393,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCG_M_R': 10393, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCG_M_R': 8835, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCG_M_R': 11278, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCG_M_R': 2878, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCG_M_R': 13284, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCG_M_R': 11261, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCG_M_R': 10962, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KCG_M_R': 11409}",22KCG,10962.0,11261.0
863,10143,8202,8964,10206,2151,8219,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDU_M_R': 8219, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDU_M_R': 8202, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDU_M_R': 8964, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDU_M_R': 2151, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDU_M_R': 10206, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDU_M_R': 7038, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDU_M_R': 6541, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDU_M_R': 10143}",22KDU,6541.0,7038.0
864,0,611,728,845,0,722,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTV_M_R': 722, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTV_M_R': 611, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTV_M_R': 728, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTV_M_R': 0, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTV_M_R': 845, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTV_M_R': 753, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTV_M_R': 829, 'AMAZON_EXTENSION_2024_WorldCover_2021_21MTV_M_R': 0}",21MTV,829.0,753.0
865,14834,11411,13866,15639,5673,13127,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDB_M_R': 13127, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDB_M_R': 11411, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDB_M_R': 13866, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDB_M_R': 5673, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDB_M_R': 15639, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDB_M_R': 10679, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDB_M_R': 11133, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDB_M_R': 14834}",22KDB,11133.0,10679.0
866,14087,12656,13502,15968,2763,12247,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDF_M_R': 12247, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDF_M_R': 12656, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDF_M_R': 13502, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDF_M_R': 2763, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDF_M_R': 15968, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDF_M_R': 12851, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDF_M_R': 12154, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDF_M_R': 14087}",22KDF,12154.0,12851.0
867,13994,11706,13269,15978,4242,12831,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDE_M_R': 12831, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDE_M_R': 11706, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDE_M_R': 13269, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDE_M_R': 4242, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R': 15978, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDE_M_R': 12541, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R': 12009, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R': 13994}",22KDE,12009.0,12541.0
868,18660,14481,17520,19872,8038,16475,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDC_M_R': 16475, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDC_M_R': 14481, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDC_M_R': 17520, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDC_M_R': 8038, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDC_M_R': 19872, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDC_M_R': 14693, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDC_M_R': 14529, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDC_M_R': 18660}",22KDC,14529.0,14693.0
869,0,458,566,678,0,550,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUV_M_R': 550, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUV_M_R': 458, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUV_M_R': 566, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUV_M_R': 0, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUV_M_R': 678, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUV_M_R': 583, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUV_M_R': 653, 'AMAZON_EXTENSION_2024_WorldCover_2021_21MUV_M_R': 0}",21MUV,653.0,583.0
870,13658,11137,12539,13941,5235,11493,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDV_M_R': 11493, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDV_M_R': 11137, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDV_M_R': 12539, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDV_M_R': 5235, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDV_M_R': 13941, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDV_M_R': 8972, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDV_M_R': 9121, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDV_M_R': 13658}",22KDV,9121.0,8972.0
871,14460,11329,13950,16364,3911,12756,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDG_M_R': 12756, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDG_M_R': 11329, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDG_M_R': 13950, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDG_M_R': 3911, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDG_M_R': 16364, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDG_M_R': 13904, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDG_M_R': 12994, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDG_M_R': 14460}",22KDG,12994.0,13904.0
872,15521,12006,14307,17072,5787,14133,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDD_M_R': 14133, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDD_M_R': 12006, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDD_M_R': 14307, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDD_M_R': 5787, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDD_M_R': 17072, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDD_M_R': 13086, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R': 12741, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R': 15521}",22KDD,12741.0,13086.0
873,12143,10030,11058,12585,3480,10407,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEA_M_R': 10407, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEA_M_R': 10030, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEA_M_R': 11058, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEA_M_R': 3480, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEA_M_R': 12585, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEA_M_R': 8469, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEA_M_R': 8322, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KEA_M_R': 12143}",22KEA,8322.0,8469.0
874,16247,13772,14859,16644,7511,14191,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R': 14191, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R': 13772, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R': 14859, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R': 7511, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R': 16644, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R': 11195, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEB_M_R': 10987, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KEB_M_R': 16247}",22KEB,10987.0,11195.0
875,13682,10875,11999,14081,3681,11673,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFA_M_R': 11673, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFA_M_R': 10875, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFA_M_R': 11999, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFA_M_R': 3681, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFA_M_R': 14081, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFA_M_R': 9645, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFA_M_R': 9448, 'AMAZON_EXTENSION_2024_WorldCover_2021_22KFA_M_R': 13682}",22KFA,9448.0,9645.0
