Dataset,MajorityClass,Cropland,Wetland,Bareland,Water,Grassland,Forest,Built-up,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R,Grassland,4,68,2,1,0,45,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R,Built-up,0,0,3,0,19,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R,Forest,24,320,21,83,222,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R,Cropland,0,97,8,6,112,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R,Bareland,2,11,0,0,17,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Cropland,0,13,0,9,0,0,0,0,251,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Wetland,0,0,0,128,0,0,0,0,1416,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Water,0,445,0,0,0,0,0,0,525,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Shrubland,0,0,0,0,0,0,0,0,21,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Grassland,0,33,0,10,0,0,0,0,315,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Forest,0,249,0,55,0,0,0,0,868,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Built-up,0,1,0,0,0,0,0,0,51,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Bareland,0,5,0,0,0,0,0,0,32,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,Wetland,0,0,0,709,0,0,0,0,0,582,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,Shrubland,0,0,0,1,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,Grassland,0,0,0,27,0,0,0,0,0,30,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,Water,0,0,0,0,0,0,0,0,0,335,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,Forest,0,0,0,172,0,0,0,0,0,136,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,Cropland,0,0,0,25,0,0,0,0,0,27,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,Built-up,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,Bareland,0,0,0,9,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,Wetland,0,0,0,128,186,494,12,544,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,Grassland,0,35,0,11,0,84,4,122,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,Cropland,0,14,0,9,16,75,0,155,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,Forest,0,272,0,72,68,0,9,219,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,Water,0,491,1,0,43,259,10,238,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,Bareland,0,5,0,0,0,7,1,20,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,Built-up,0,1,0,0,3,7,0,29,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,Wetland,426,0,36,384,0,594,57,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,Grassland,66,22,0,19,0,71,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,Water,137,231,37,0,0,230,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,Forest,101,53,2,111,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,Bareland,1,13,0,4,0,4,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,Built-up,0,0,0,2,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,Cropland,0,17,0,1,0,28,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,Cropland,0,4,5,5,15,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,Wetland,401,0,163,451,405,724,0,0,0,0,23
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,Water,133,118,58,0,128,272,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,Forest,65,28,8,65,59,0,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,Grassland,35,3,2,12,0,58,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,Bareland,2,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,Built-up,0,0,0,2,0,0,0,0,0,0,0
