Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LME_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,12,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Grassland,0,52,57,0,15,28,0,108,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Non_Wetland,4,0,3,0,1,6,0,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Wetland,6,0,31,0,1,0,6,6,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Bareland,181,94,0,3,2,3,0,45,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Forest,253,40,268,0,0,223,6,471,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Shrubland,101,27,93,0,15,31,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Built-up,125,62,109,0,2,1,1,91,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Water,29,23,141,0,1,32,0,47,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Cropland,406,0,252,5,52,8,0,286,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,Permanent_ice_and_snow,11,0,25,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,Grassland,0,0,0,0,0,0,3,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,Shrubland,0,0,0,0,0,0,8,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,Bareland,0,0,0,0,0,0,8,0,0,5,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,Water,0,0,0,0,0,0,0,0,0,32,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,Wetland,0,0,0,0,0,0,5,0,0,16,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,Cropland,0,0,0,0,0,0,10,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,Forest,0,0,0,0,0,0,11,0,0,6,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Grassland,0,202,18,67,138,0,2,294,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Bareland,0,236,0,136,97,5,27,332,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Forest,48,258,20,89,0,8,19,432,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Wetland,0,4,0,3,30,0,7,69,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Cropland,9,0,37,181,225,1,30,396,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Built-up,2,94,18,0,15,0,13,80,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Water,0,63,4,10,39,13,0,128,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Shrubland,5,33,2,17,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,Permanent_ice_and_snow,0,16,0,1,0,0,0,16,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Grassland,0,252,3,96,145,0,13,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Bareland,0,267,0,208,132,0,45,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Forest,0,305,0,94,0,11,59,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Shrubland,0,147,0,102,136,0,52,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Wetland,0,16,0,1,38,0,13,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Built-up,0,18,0,0,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Water,0,37,0,37,13,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Cropland,0,0,6,187,124,0,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,Permanent_ice_and_snow,0,1,0,0,18,0,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,Shrubland,57,113,87,0,141,1,14,0,0,0,28
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,Forest,75,79,67,0,0,0,4,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,Cropland,90,0,184,0,113,0,23,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,Wetland,7,2,6,0,36,0,9,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,Bareland,1,65,0,0,28,0,10,0,0,0,41
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,Grassland,0,80,85,0,75,0,1,0,0,0,34
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,Built-up,0,63,37,0,40,0,1,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,Water,0,9,6,0,23,9,0,0,0,0,0
