Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,Forest,0,0,0,0,0,31,49,468,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,Water,0,0,0,0,0,48,0,222,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,Bareland,0,0,0,0,0,0,40,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,Cropland,0,0,0,0,0,1,45,16,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,Built-up,0,0,0,0,0,0,20,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Shrubland,68,0,42,12,23,53,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Non_Wetland,1,0,0,0,2,6,0,0,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Grassland,0,0,32,6,36,24,6,0,184,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Cropland,432,0,281,49,113,7,21,0,501,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Wetland,5,0,0,0,21,0,70,0,58,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Bareland,84,0,0,19,12,2,11,0,108,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Built-up,113,0,100,0,7,0,10,0,171,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Water,63,0,28,16,80,189,0,0,250,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Forest,258,0,115,48,0,237,36,0,662,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Grassland,0,48,70,7,0,29,14,0,162,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Non_Wetland,0,0,1,0,1,7,0,0,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Wetland,4,0,32,0,17,0,26,0,53,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Bareland,39,110,0,4,0,0,5,0,56,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Forest,214,57,194,26,0,219,94,0,589,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Water,16,18,148,30,56,161,0,0,174,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Shrubland,63,29,76,10,9,31,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Cropland,290,0,239,50,2,7,10,0,310,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Built-up,89,55,119,0,1,3,0,0,139,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,Shrubland,0,0,0,0,0,0,36,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,Grassland,0,0,0,0,0,0,15,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,Wetland,0,0,0,0,0,0,44,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,Cropland,0,0,0,0,0,0,25,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,Bareland,0,0,0,0,0,0,4,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,Water,0,0,0,0,0,0,0,0,0,91,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,Forest,0,0,0,0,0,0,61,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,Built-up,0,0,0,0,0,0,5,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Grassland,0,211,14,45,190,1,9,0,238,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Bareland,0,191,0,67,73,0,40,0,212,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Forest,63,278,35,67,0,31,49,0,340,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Cropland,41,0,24,127,243,1,45,0,367,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Wetland,1,2,6,1,126,0,37,0,102,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Built-up,7,149,15,0,82,0,20,0,134,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Water,0,97,24,24,184,48,0,0,233,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Shrubland,8,45,7,18,45,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,Permanent_ice_and_snow,0,6,0,0,1,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Grassland,0,292,1,85,96,2,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Bareland,0,215,0,153,41,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Forest,0,261,0,141,0,100,190,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Shrubland,0,135,1,103,107,24,56,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Wetland,0,8,0,1,15,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Built-up,0,16,0,0,5,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Water,0,96,2,41,11,82,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Cropland,0,0,7,189,93,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,Permanent_ice_and_snow,0,2,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,Bareland,4,31,0,0,14,0,3,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,Shrubland,65,100,94,0,166,18,43,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,Cropland,88,0,183,0,121,2,20,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,Wetland,17,1,0,0,91,0,47,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,Forest,62,66,38,0,0,17,38,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,Water,9,13,25,0,126,54,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,Built-up,2,69,54,0,68,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,Grassland,0,86,68,0,88,1,16,0,0,0,0,6
