Dataset,MajorityClass,Bareland,Built-up,Water,Forest,Wetland,Grassland,Cropland,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCL_M_R,Built-up,6,0,8,51,5,72,28,0,18,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCL_M_R,Cropland,2,14,3,30,1,18,0,0,5,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCL_M_R,Wetland,0,5,1,18,0,4,2,0,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCL_M_R,Permanent_ice_and_snow,0,1,0,2,0,1,0,0,2,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCL_M_R,Grassland,33,182,214,153,56,0,317,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCL_M_R,Bareland,0,46,85,64,0,0,45,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCL_M_R,Built-up,1,0,3,3,0,0,35,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCL_M_R,Water,202,105,0,299,15,0,178,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCL_M_R,Forest,44,181,445,0,39,0,169,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCL_M_R,Wetland,6,6,40,50,0,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCL_M_R,Cropland,0,7,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCL_M_R,Bareland,0,0,26,61,3,7,10,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCL_M_R,Water,428,0,0,763,28,104,80,0,0,0,0,90
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCL_M_R,Wetland,10,0,24,97,0,7,5,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCL_M_R,Built-up,19,0,17,63,0,8,18,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCL_M_R,Forest,28,0,96,0,16,55,50,0,0,0,0,60
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCL_M_R,Grassland,54,0,169,302,50,0,110,0,0,0,0,93
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCL_M_R,Cropland,0,0,1,8,0,0,0,0,0,0,0,0
