Dataset,MajorityClass,Grassland,Forest,Cropland,Built-up,Wetland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Grassland,0,36,86,36,308,336,44,92,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Non_Wetland,2,0,3,0,13,3,1,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Forest,769,0,217,39,693,639,211,427,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Wetland,125,4,18,2,0,86,200,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Bareland,79,3,16,1,34,0,14,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Water,251,29,21,39,518,561,0,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Shrubland,62,1,11,2,41,56,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Cropland,451,26,0,78,177,481,5,89,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Built-up,106,4,4,0,41,188,3,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,Lichens_and_Mosses,3,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Grassland,0,0,0,0,60,0,98,0,553,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Wetland,0,0,0,0,0,0,63,0,483,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Forest,0,0,0,0,214,0,230,0,1194,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Bareland,0,0,0,0,52,0,73,0,141,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Water,0,0,0,0,223,0,0,0,401,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Shrubland,0,0,0,0,0,0,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Cropland,0,0,0,0,5,0,21,0,333,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,Built-up,0,0,0,0,0,0,10,0,68,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,Grassland,0,0,0,0,0,0,138,0,0,37,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,Wetland,0,0,0,0,0,0,151,0,0,117,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,Bareland,0,0,0,0,0,0,115,0,0,46,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,Shrubland,0,0,0,0,0,0,5,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,Cropland,0,0,0,0,0,0,15,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,Built-up,0,0,0,0,0,0,4,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,Water,0,0,0,0,0,0,0,0,0,259,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,Forest,0,0,0,0,0,0,175,0,0,93,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,Grassland,0,289,452,142,60,32,98,517,0,0,44,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,Forest,108,0,507,144,214,94,230,596,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,Wetland,3,142,47,5,0,23,63,160,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,Bareland,4,106,300,153,52,0,73,254,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,Cropland,29,162,0,96,5,2,21,351,0,0,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,Built-up,0,30,116,0,0,0,10,80,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,Water,7,269,244,68,223,48,0,240,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,Shrubland,2,9,8,3,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,Grassland,0,174,590,125,1,4,78,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,Shrubland,0,43,81,16,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,Forest,0,0,466,193,62,2,296,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,Wetland,0,121,243,10,0,2,113,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,Bareland,0,84,138,85,47,0,91,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,Built-up,0,2,41,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,Water,0,92,200,30,68,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,Cropland,0,65,0,83,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,Wetland,140,423,15,0,0,36,130,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,Forest,101,0,137,0,16,98,80,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,Shrubland,46,97,56,0,0,25,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,Cropland,120,171,0,0,3,85,19,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,Bareland,26,118,38,0,17,0,81,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,Water,50,477,17,0,83,39,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,Built-up,24,69,77,0,0,23,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,Grassland,0,244,118,0,22,85,61,0,0,0,0,2
