Dataset,MajorityClass,Grassland,Cropland,Built-up,Forest,Wetland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,Shrubland,0,0,0,0,0,0,10,0,0,13,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,Water,0,0,0,0,0,0,0,0,0,406,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,Grassland,0,0,0,0,0,0,37,0,0,20,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,Wetland,0,0,0,0,0,0,80,0,0,119,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,Bareland,0,0,0,0,0,0,35,0,0,22,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,Built-up,0,0,0,0,0,0,25,0,0,10,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,Cropland,0,0,0,0,0,0,51,0,0,38,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,Grassland,0,240,47,93,10,37,3,193,0,0,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,Wetland,2,70,10,75,0,17,0,133,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,Bareland,0,143,137,39,6,0,13,105,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,Built-up,1,55,0,18,1,11,1,52,0,0,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,Water,29,335,137,191,142,208,0,286,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,Forest,54,354,136,0,90,123,41,383,0,0,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,Cropland,7,0,93,75,8,38,3,183,0,0,7
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,Shrubland,0,10,5,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,Wetland,52,48,0,197,0,7,128,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,Forest,87,119,0,0,17,26,105,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,Shrubland,20,32,0,62,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,Cropland,59,0,0,87,3,40,37,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,Built-up,28,87,0,78,2,42,41,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,Water,29,64,0,265,53,65,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,Bareland,2,37,0,67,11,0,39,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,Grassland,0,53,0,70,1,16,30,0,0,0,0
