Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,Grassland,0,15,8,2,2,22,4,0,21,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,Wetland,2,3,2,0,0,15,0,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,Permanent_ice_and_snow,5,6,0,1,0,9,0,0,12,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,Water,0,105,72,67,0,44,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,Grassland,0,31,4,16,13,22,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,Wetland,0,30,17,17,28,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,Bareland,0,36,0,22,46,29,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,Built-up,0,2,1,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,Forest,0,70,19,46,59,0,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,Cropland,0,0,10,33,36,33,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,Permanent_ice_and_snow,0,5,2,6,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,Cropland,0,0,0,0,12,0,23,0,0,17,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,Bareland,0,0,0,0,12,0,26,0,0,2,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,Built-up,0,0,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,Water,0,0,0,0,0,0,69,0,0,11,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,Forest,0,0,0,0,17,0,34,0,0,23,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,Grassland,0,0,0,0,2,0,4,0,0,4,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,Wetland,0,0,0,0,0,0,0,0,0,28,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,Water,13,62,70,0,0,81,13,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,Cropland,13,0,22,0,21,33,9,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,Wetland,6,21,23,0,17,27,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,Bareland,1,12,0,0,17,15,2,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,Forest,16,35,27,0,29,0,9,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,Built-up,1,10,6,0,2,7,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,Grassland,0,8,7,0,5,10,3,0,0,0,4
