Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFC_M_R
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
326,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
327,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
328,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
329,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
334,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
336,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
337,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
338,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
339,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
342,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
344,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
345,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
346,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
347,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
348,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
350,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
351,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
352,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
353,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
355,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
356,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
357,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
358,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
360,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
361,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
362,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
363,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
366,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
367,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
368,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
369,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
371,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
372,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
375,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
377,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
380,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
386,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
387,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
399,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
403,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
404,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
409,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
426,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
434,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
441,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
445,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
452,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
462,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
467,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
468,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
472,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
476,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
495,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
498,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
519,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
521,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
522,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
525,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
531,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
532,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
533,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
534,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
536,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
537,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
538,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
539,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
540,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
541,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
542,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
543,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
544,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
545,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
546,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
547,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
548,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
549,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
550,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
551,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,NULL
552,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Cropland
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
566,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
567,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
568,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
569,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
570,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
571,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
572,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
573,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
574,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
575,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
576,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
577,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
578,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
579,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
580,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
581,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
582,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
583,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
584,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
585,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
586,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
587,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
588,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
589,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
590,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
591,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
592,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
593,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
594,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
595,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
596,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
597,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
598,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Water
599,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
600,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
601,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
602,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Cropland
603,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
604,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
605,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
606,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
607,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
608,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
609,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
610,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
611,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
612,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
614,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
615,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
616,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Cropland
617,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
618,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
619,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
620,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
621,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
622,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
623,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
624,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
625,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
626,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
627,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
628,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Built-up
629,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
630,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
631,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
632,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
633,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Forest
635,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
636,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
637,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
638,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
639,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
640,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
641,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
642,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
643,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
644,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Cropland
645,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
646,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
647,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
648,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
649,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
650,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
651,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
652,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
653,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
654,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
655,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
656,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
657,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
658,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
659,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
660,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
661,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
