Dataset,MajorityClass,Forest,Cropland,Wetland,Built-up,Bareland,Water,Grassland,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMM_M_R,Cropland,85,0,3,39,7,2,84,0,103,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMM_M_R,Permanent_ice_and_snow,3,3,0,0,0,0,1,0,2,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Grassland,177,616,97,142,11,160,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Shrubland,18,32,1,3,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Wetland,283,273,0,13,50,397,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Forest,0,283,148,121,9,315,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Bareland,5,94,1,30,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Built-up,0,27,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Water,52,51,143,15,71,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Cropland,9,0,0,18,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMM_M_R,Permanent_ice_and_snow,0,1,0,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,Wetland,743,106,0,0,238,338,417,0,0,0,0,121
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,Shrubland,45,10,3,0,25,2,28,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,Forest,0,64,18,0,44,38,96,0,0,0,0,20
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,Cropland,66,0,1,0,94,8,41,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,Bareland,21,13,0,0,0,18,14,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,Water,397,8,82,0,70,0,40,0,0,0,0,28
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,Built-up,40,29,0,0,14,4,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMM_M_R,Grassland,318,138,63,0,173,123,0,0,0,0,0,40
