Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,Cropland,308,425,0,500,218,259,249,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,Bareland,8,54,0,13,23,0,41,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,Forest,520,0,0,894,189,280,476,150,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,Water,153,274,0,500,68,72,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,Built-up,61,90,0,79,0,157,46,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,Wetland,14,40,0,0,1,2,151,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,Permanent_ice_and_snow,0,0,0,0,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Grassland,0,127,76,200,22,135,66,67,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Non_Wetland,3,1,0,8,0,3,2,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Forest,428,0,172,809,118,668,388,218,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Shrubland,24,15,9,26,1,26,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Cropland,364,282,0,335,142,359,107,138,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Bareland,47,24,0,0,10,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Built-up,109,69,24,70,0,251,4,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Wetland,16,62,0,0,0,38,99,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Water,59,368,20,436,31,348,0,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,Permanent_ice_and_snow,1,4,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,Grassland,0,0,0,49,0,0,21,0,464,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,Cropland,0,0,0,64,0,0,24,0,805,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,Wetland,0,0,0,0,0,0,2,0,590,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,Forest,0,0,0,260,0,0,125,0,1642,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,Shrubland,0,0,0,0,0,0,0,0,77,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,Water,0,0,0,345,0,0,0,0,771,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,Built-up,0,0,0,14,0,0,4,0,142,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,Bareland,0,0,0,1,0,0,3,0,15,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,Grassland,0,0,0,0,0,0,42,0,0,121,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,Wetland,0,0,0,0,0,0,49,0,0,164,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,Shrubland,0,0,0,0,0,0,4,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,Water,0,0,0,0,0,0,0,0,0,775,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,Cropland,0,0,0,0,0,0,111,0,0,139,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,Forest,0,0,0,0,0,0,312,0,0,369,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,Built-up,0,0,0,0,0,0,11,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,Bareland,0,0,0,0,0,0,7,0,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Grassland,0,273,480,49,131,90,21,455,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Bareland,0,23,149,1,148,0,3,102,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Forest,169,0,845,260,288,228,125,1018,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Cropland,60,276,0,64,197,82,24,599,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Wetland,2,138,75,0,8,35,2,157,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Built-up,5,78,232,14,0,15,4,186,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Water,41,418,517,345,108,321,0,516,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Shrubland,0,1,4,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,Permanent_ice_and_snow,0,0,4,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Grassland,0,200,685,7,202,0,82,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Wetland,0,67,387,0,21,0,131,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Water,0,159,888,45,125,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Forest,0,0,1157,44,500,5,566,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Bareland,0,41,141,0,110,0,24,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Built-up,0,32,115,2,0,4,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Shrubland,0,11,53,0,10,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Cropland,0,152,0,3,210,0,36,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,Permanent_ice_and_snow,0,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,Forest,252,0,255,49,0,78,177,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,Cropland,284,315,0,43,0,31,149,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,Wetland,97,287,44,0,0,1,159,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,Shrubland,15,56,19,1,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,Built-up,73,226,169,0,0,44,54,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,Bareland,13,68,30,2,0,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,Water,52,554,56,105,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,Grassland,0,197,83,13,0,7,58,0,0,0,0,3
