Dataset,MajorityClass,Grassland,Forest,Cropland,Bareland,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBN_M_R,Shrubland,31,43,56,7,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBN_M_R,Permanent_ice_and_snow,19,49,72,5,8,0,0,29,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Grassland,0,636,1067,21,557,225,341,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Wetland,0,433,842,5,476,0,678,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Forest,0,0,983,20,810,248,516,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Shrubland,0,116,125,0,74,18,34,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Bareland,0,113,258,0,395,77,220,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Built-up,0,41,157,22,0,1,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Water,0,293,678,78,559,256,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Cropland,0,190,0,24,296,65,85,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,Permanent_ice_and_snow,0,28,36,0,38,6,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,Wetland,313,833,153,117,0,0,727,0,0,0,0,38
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,Built-up,159,409,176,162,0,58,660,0,0,0,0,60
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,Forest,337,0,267,173,0,206,880,0,0,0,0,202
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,Shrubland,79,114,55,50,0,52,169,0,0,0,0,51
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,Cropland,359,431,0,234,0,217,568,0,0,0,0,114
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,Bareland,17,79,27,0,0,42,164,0,0,0,0,64
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,Water,156,321,71,182,0,304,0,0,0,0,0,66
AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,Grassland,0,384,196,191,0,210,568,0,0,0,0,143
