Dataset,MajorityClass,Grassland,Cropland,Forest,Built-up,Bareland,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Grassland,0,115,90,38,291,138,148,351,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Non_Wetland,4,0,1,0,3,2,13,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Wetland,103,28,17,2,113,155,0,119,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Forest,631,114,0,65,387,241,337,592,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Non_Water,0,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Water,139,11,72,3,177,0,284,168,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Shrubland,62,12,11,20,63,15,30,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Bareland,25,10,0,2,0,43,4,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Built-up,102,9,11,0,151,13,0,101,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Cropland,217,0,25,30,272,20,15,143,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGS_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,Wetland,0,0,0,0,0,5,0,0,184,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,Grassland,0,0,0,0,0,29,98,0,415,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,Forest,0,0,0,0,0,98,230,0,777,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,Water,0,0,0,0,0,0,401,0,290,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,Shrubland,0,0,0,0,0,0,0,0,96,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,Cropland,0,0,0,0,0,0,6,0,54,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,Bareland,0,0,0,0,0,30,64,0,15,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGS_M_R,Built-up,0,0,0,0,0,2,5,0,6,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,Grassland,0,0,0,0,0,119,0,0,0,42,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,Shrubland,0,0,0,0,0,9,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,Bareland,0,0,0,0,0,52,0,0,0,30,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,Cropland,0,0,0,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,Wetland,0,0,0,0,0,121,0,0,0,140,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,Built-up,0,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,Water,0,0,0,0,0,0,0,0,0,246,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGS_M_R,Forest,0,0,0,0,0,141,0,0,0,112,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Grassland,0,220,347,83,58,29,98,477,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Wetland,13,0,53,0,10,5,0,54,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Bareland,42,115,58,76,0,30,64,163,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Built-up,58,84,58,0,7,2,5,158,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Forest,399,220,0,92,109,98,230,595,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Cropland,116,0,164,52,4,0,6,260,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Water,90,37,257,4,114,0,401,255,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Shrubland,16,16,18,10,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGS_M_R,Permanent_ice_and_snow,0,5,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Grassland,0,524,271,185,5,96,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Forest,0,322,0,266,1,268,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Shrubland,0,98,59,66,0,20,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Wetland,0,24,118,10,16,128,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Bareland,0,84,39,129,0,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Built-up,0,11,12,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Water,0,28,43,17,31,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Cropland,0,0,50,34,3,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGS_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,Wetland,61,21,303,0,30,99,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,Forest,117,148,0,0,44,50,19,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,Shrubland,51,64,115,0,44,28,9,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,Cropland,64,0,67,0,79,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,Bareland,7,34,25,0,0,9,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,Built-up,12,71,100,0,41,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,Water,24,16,342,0,52,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGS_M_R,Grassland,0,175,308,0,129,92,7,0,0,0,0,4
