Dataset,MajorityClass,Forest,Wetland,Built-up,Bareland,Water,Cropland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,Forest,0,260,0,0,91,0,0,0,1221,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,Bareland,0,153,0,0,34,0,0,0,404,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,Water,0,595,0,0,0,0,0,0,848,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,Shrubland,0,0,0,0,0,0,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,Built-up,0,34,0,0,16,0,0,0,206,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,Cropland,0,12,0,0,2,0,0,0,139,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Wetland,13,0,14,504,610,174,487,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Non_Wetland,0,12,1,4,2,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Forest,0,752,124,613,87,101,578,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Grassland,38,416,62,342,38,55,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Built-up,5,99,0,222,20,18,100,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Non_Water,0,0,0,1,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Water,8,1009,29,483,0,127,154,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Shrubland,1,30,6,32,2,14,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Lichens_and_Mosses,0,0,0,5,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Bareland,1,148,26,0,79,80,30,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Cropland,6,58,10,98,7,0,54,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,Permanent_ice_and_snow,0,0,0,5,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Grassland,0,0,0,0,346,0,0,0,0,48,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Wetland,0,0,0,0,1342,0,0,0,0,523,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Bareland,0,0,0,0,387,0,0,0,0,63,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Shrubland,0,0,0,0,22,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Built-up,0,0,0,0,123,0,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Water,0,0,0,0,0,0,0,0,0,371,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Forest,0,0,0,0,437,0,0,0,0,92,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Cropland,0,0,0,0,28,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,Grassland,155,119,135,170,21,4,0,399,0,0,39,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,Wetland,105,0,70,252,131,1,119,347,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,Built-up,42,34,0,24,16,1,65,178,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,Forest,0,260,197,234,91,17,370,516,0,0,25,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,Bareland,48,153,206,0,34,0,83,280,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,Water,68,595,155,232,0,0,67,404,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,Cropland,28,12,22,17,2,0,40,89,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,Permanent_ice_and_snow,0,0,2,1,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,Grassland,209,158,259,10,59,304,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,Forest,0,141,348,32,194,159,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,Wetland,375,0,331,159,408,384,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,Bareland,94,10,128,0,130,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,Built-up,21,0,0,5,3,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,Water,169,326,167,257,0,142,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,Cropland,2,3,10,2,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,Forest,0,2,0,39,11,157,79,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,Wetland,821,0,0,313,372,367,588,0,0,0,0,20
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,Bareland,51,5,0,0,13,35,13,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,Water,482,111,0,423,0,128,193,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,Built-up,116,1,0,30,6,72,9,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,Grassland,265,17,0,40,13,161,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,Shrubland,2,0,0,0,0,2,0,0,0,0,0,0
