Dataset,MajorityClass,Grassland,Wetland,Bareland,Water,Forest,Built-up,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQP_M_R,Bareland,18,11,0,4,29,5,33,0,0,37,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQP_M_R,Built-up,3,0,2,0,5,0,3,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQP_M_R,Forest,45,28,14,12,0,22,63,0,0,74,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQP_M_R,Grassland,0,2,0,0,11,2,12,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQP_M_R,Permanent_ice_and_snow,1,0,0,0,2,0,3,0,0,8,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,Water,0,104,30,0,38,19,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,Forest,0,76,14,48,0,27,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,Grassland,0,27,2,5,19,3,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,Bareland,0,32,0,9,15,8,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,Wetland,0,0,5,17,7,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,Cropland,0,7,0,2,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,Permanent_ice_and_snow,0,8,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,Wetland,7,0,17,20,33,0,3,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,Water,10,9,30,0,74,0,6,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,Forest,14,6,23,25,0,0,11,0,0,0,20
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,Grassland,0,1,6,7,9,0,2,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,Cropland,0,0,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,Bareland,0,0,0,3,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,Built-up,0,0,0,1,1,0,0,0,0,0,0
