Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWE_M_R
3120,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3121,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3122,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3123,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3124,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3125,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
3126,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3127,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3128,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3129,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3130,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3131,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3132,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3133,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3134,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3135,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3136,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3137,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3138,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3139,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3140,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3141,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3142,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3143,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3144,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3145,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
3146,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3147,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3148,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3149,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3150,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3151,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3152,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3153,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3154,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3155,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3156,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3157,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3158,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3159,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3160,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3161,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3162,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3163,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3164,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3165,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3166,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3167,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3168,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
3169,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3170,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
3171,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
3172,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3173,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3174,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3175,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3176,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3177,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3178,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3179,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3180,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3181,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3182,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3183,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3184,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3185,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3186,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3187,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3188,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3189,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3190,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3191,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3192,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3193,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3194,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3195,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
3196,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3197,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3198,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3199,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
3200,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
3201,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3202,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Built-up
3203,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
3204,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
3205,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
3206,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3207,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3208,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
3209,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3210,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
3211,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
3212,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
3213,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
3214,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
3215,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
3216,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
3217,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3218,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
3219,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
3220,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
3221,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Grassland
3222,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
3223,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
3224,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Water
3225,NULL,Built-up,Wetland,Water,Wetland,NULL,Grassland,Water
3226,NULL,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Water
3227,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3228,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3229,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
3230,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
3231,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
3232,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Built-up
3233,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Forest
3234,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3235,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
3236,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3237,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
3238,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
3239,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
3240,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
3241,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3242,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3243,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3244,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3245,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3246,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3247,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3248,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3249,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3250,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
3251,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3252,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3253,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3254,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3255,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3256,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3257,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3258,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3259,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
3260,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3261,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3262,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3263,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3264,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3265,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3266,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3267,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
3268,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
3269,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3270,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3271,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3272,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3273,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3274,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3275,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3276,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3277,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3278,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3279,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3280,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3281,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3282,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
3283,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3284,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3285,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3286,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3287,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3288,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3289,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3290,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Water
3291,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3292,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3293,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3294,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3295,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3296,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3297,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3298,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3299,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3300,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3301,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3302,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3303,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3304,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3305,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3306,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3307,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3308,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3309,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3310,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3311,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3312,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3313,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3314,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3315,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3316,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3317,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3318,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3319,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3320,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3321,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3322,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3323,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3324,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3325,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3326,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3327,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3328,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3329,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3330,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3331,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3332,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3333,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
3334,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3335,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,NULL
3336,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
3337,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
3338,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
3339,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
3340,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
3341,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3342,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
3343,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
3344,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Water
3345,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
3346,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Built-up
3347,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
3348,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3349,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
3350,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
3351,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
3352,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3353,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
3354,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3355,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
3356,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
3357,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
3358,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
3359,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3360,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3361,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3362,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3363,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3364,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3365,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3366,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3367,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3368,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3369,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3370,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3371,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3372,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3373,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3374,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3375,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3376,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3377,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3378,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
3379,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
3380,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3381,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3382,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3383,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3384,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3385,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3386,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3387,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3388,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3389,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3390,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3391,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3392,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3393,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
3394,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3395,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
3396,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3397,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3398,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3399,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3400,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3401,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3402,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3403,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3404,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3405,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3406,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3407,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3408,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3409,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3410,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3411,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3412,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3413,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3414,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3415,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3416,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3417,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3418,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3419,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3420,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3421,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3422,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3423,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Cropland
3424,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
3425,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3426,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3427,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3428,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3429,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3430,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3431,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3432,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3433,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
