Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Cropland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVK_M_R,Water,302,252,264,470,178,0,0,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVK_M_R,Shrubland,25,8,25,11,6,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVK_M_R,Cropland,167,38,51,67,30,0,0,35,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVK_M_R,Permanent_ice_and_snow,4,1,22,12,3,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,Wetland,0,0,0,0,0,0,498,0,0,358,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,Bareland,0,0,0,0,0,0,278,0,0,107,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,Cropland,0,0,0,0,0,0,6,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,Grassland,0,0,0,0,0,0,101,0,0,95,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,Built-up,0,0,0,0,0,0,118,0,0,54,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,Water,0,0,0,0,0,0,0,0,0,669,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,Forest,0,0,0,0,0,0,324,0,0,290,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Grassland,0,334,117,88,117,295,17,297,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Wetland,10,140,0,27,41,56,50,139,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Bareland,76,102,237,0,219,301,36,209,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Built-up,111,167,181,34,0,196,16,210,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Forest,378,0,570,146,163,373,105,468,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Water,175,490,787,148,174,210,0,299,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Shrubland,2,6,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Cropland,41,81,1,6,28,0,0,103,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,Permanent_ice_and_snow,2,13,0,1,4,19,0,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Grassland,0,398,108,15,303,258,190,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Shrubland,0,27,0,0,0,13,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Forest,0,0,236,37,505,215,449,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Wetland,0,379,0,66,353,148,371,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Bareland,0,76,36,0,237,24,204,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Built-up,0,27,4,11,0,19,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Water,0,221,152,56,279,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Cropland,0,28,6,2,59,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,Permanent_ice_and_snow,0,7,0,0,9,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,Wetland,105,794,0,83,0,150,515,0,0,0,0,57
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,Forest,159,0,137,82,0,220,567,0,0,0,0,146
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,Shrubland,8,18,1,2,0,6,27,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,Bareland,9,65,36,0,0,31,224,0,0,0,0,48
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,Water,60,433,177,40,0,50,0,0,0,0,0,38
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,Built-up,24,229,9,45,0,93,300,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,Cropland,6,17,1,2,0,0,18,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,Grassland,0,306,134,96,0,157,363,0,0,0,0,92
