Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,Grassland,0,0,0,0,0,0,160,0,0,243,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,Shrubland,0,0,0,0,0,0,10,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,Water,0,0,0,0,0,0,0,0,0,1315,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,Wetland,0,0,0,0,0,0,223,0,0,535,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,Cropland,0,0,0,0,0,0,133,0,0,170,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,Bareland,0,0,0,0,0,0,33,0,0,49,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,Built-up,0,0,0,0,0,0,23,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,Forest,0,0,0,0,0,0,309,0,0,460,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,Grassland,0,561,337,145,55,131,65,654,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,Wetland,0,153,277,0,14,16,71,336,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,Bareland,0,131,4,25,0,134,12,91,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,Water,5,723,509,622,217,166,0,775,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,Forest,56,859,0,372,82,234,194,1020,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,Cropland,15,0,190,71,24,226,43,526,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,Built-up,1,181,29,12,1,0,4,137,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,Shrubland,0,7,6,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,Grassland,0,839,212,36,0,112,106,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,Forest,0,991,0,244,1,289,514,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,Shrubland,0,92,27,0,0,7,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,Wetland,0,481,181,0,0,34,298,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,Bareland,0,146,1,11,0,49,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,Water,0,1058,161,226,11,67,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,Built-up,0,107,8,0,1,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,Cropland,0,0,93,0,0,117,13,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,Forest,128,115,0,62,13,0,182,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,Shrubland,23,25,103,2,2,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,Wetland,185,57,598,0,19,0,435,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,Cropland,200,0,363,17,93,0,127,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,Water,122,67,736,158,50,0,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,Bareland,9,28,43,1,0,0,34,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,Built-up,16,123,109,0,70,0,40,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,Grassland,0,101,257,54,31,0,145,0,0,0,0,0
