Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Built-up,0,69,10,26,0,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Water,0,97,4,114,197,135,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Cropland,0,0,6,107,89,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,Forest,163,162,132,0,0,31,116,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,Shrubland,99,73,83,241,0,24,80,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,Water,80,9,20,560,0,107,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,Cropland,130,0,188,132,0,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,Wetland,189,4,4,503,0,0,188,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,Bareland,7,37,0,41,0,1,17,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,Built-up,23,111,125,212,0,0,32,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,Grassland,0,133,143,243,0,15,68,0,0,0,0,0
