Dataset,MajorityClass,Grassland,Forest,Cropland,Built-up,Water,Wetland,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Cropland,385,178,0,129,40,296,299,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Wetland,33,18,0,1,52,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Built-up,118,33,10,0,0,36,144,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,Grassland,0,0,0,0,136,0,0,0,0,34,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,Bareland,0,0,0,0,33,0,0,0,0,40,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,Wetland,0,0,0,0,268,0,0,0,0,123,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,Shrubland,0,0,0,0,5,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,Water,0,0,0,0,0,0,0,0,0,422,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,Cropland,0,0,0,0,142,0,0,0,0,49,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,Built-up,0,0,0,0,21,0,0,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,Forest,0,0,0,0,353,0,0,0,0,139,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,Grassland,0,286,372,134,18,25,14,388,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,Wetland,5,170,121,18,20,0,25,89,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,Bareland,2,19,171,152,14,13,0,43,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,Forest,211,0,751,247,107,171,113,517,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,Cropland,68,290,0,216,40,11,37,317,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,Water,28,465,503,124,0,246,173,178,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,Built-up,15,44,165,0,8,2,2,77,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,Shrubland,1,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,Grassland,0,147,618,137,26,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,Bareland,0,19,138,70,21,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,Forest,0,0,787,265,369,79,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,Wetland,0,93,216,14,118,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,Water,0,135,582,27,0,79,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,Built-up,0,8,106,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,Shrubland,0,4,6,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,Cropland,0,94,0,149,15,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,Wetland,163,378,40,0,174,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,Forest,107,0,138,0,91,5,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,Water,87,606,87,0,0,65,36,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,Shrubland,3,20,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,Cropland,142,227,0,0,62,8,52,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,Built-up,33,109,124,0,29,0,34,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,Bareland,7,80,27,0,10,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,Grassland,0,217,141,0,49,8,17,0,0,0,0,0
