Dataset,MajorityClass,Grassland,Forest,Cropland,Bareland,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,Shrubland,0,0,0,0,0,0,0,0,53,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,Bareland,0,0,0,0,0,0,13,0,17,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,Cropland,0,0,0,0,0,2,23,0,211,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,Built-up,0,0,0,0,0,0,16,0,10,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,Shrubland,0,0,0,0,0,0,2,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,Grassland,0,0,0,0,0,0,48,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,Wetland,0,0,0,0,0,0,43,0,0,50,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,Water,0,0,0,0,0,0,0,0,0,125,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,Forest,0,0,0,0,0,0,108,0,0,72,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,Cropland,0,0,0,0,0,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,Bareland,0,0,0,0,0,0,4,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Grassland,0,206,255,17,66,16,26,397,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Forest,165,0,407,78,84,123,125,693,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Wetland,0,40,2,6,0,0,24,42,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Cropland,122,233,0,10,101,2,23,466,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Bareland,3,42,127,0,40,0,13,162,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Built-up,5,13,122,2,0,0,16,123,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Water,4,162,72,27,9,115,0,219,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Shrubland,4,9,10,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Grassland,0,143,559,13,110,3,50,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Shrubland,0,34,91,0,20,2,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Forest,0,0,492,0,181,42,287,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Bareland,0,34,171,0,90,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Wetland,0,73,30,0,3,0,65,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Built-up,0,0,39,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Water,0,56,98,0,20,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Cropland,0,122,0,21,180,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,Wetland,11,196,3,0,0,0,48,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,Forest,75,0,157,39,0,1,42,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,Shrubland,34,92,36,19,0,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,Cropland,147,203,0,165,0,7,19,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,Bareland,5,30,31,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,Built-up,8,51,77,37,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,Water,8,298,2,2,0,9,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,Grassland,0,189,117,75,0,5,35,0,0,0,0,0
