Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R
723,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
724,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
725,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
726,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
727,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
728,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
729,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
730,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
731,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
732,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
733,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
734,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
735,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
736,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
737,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
738,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
739,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
740,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
741,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
742,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
743,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
744,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
745,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
746,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
747,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
748,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
749,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
750,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
751,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
752,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
753,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
754,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
755,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
756,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
757,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
758,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
759,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
760,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
761,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
762,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
763,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
764,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
765,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
766,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
767,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
768,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
769,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
770,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
771,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
772,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
773,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
774,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
775,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
776,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
777,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
778,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
779,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
780,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
781,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
782,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
783,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
784,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
785,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
786,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
787,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
788,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
789,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
790,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
791,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
792,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
793,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
794,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
795,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
796,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
797,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
798,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
799,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
800,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
801,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
802,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
803,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
804,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
805,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
806,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
807,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
808,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
809,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
810,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
811,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
812,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
813,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
814,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
815,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
816,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
817,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
818,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
819,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
820,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
821,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
822,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
823,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
824,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
825,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
826,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
827,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
828,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
829,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
830,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
831,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
832,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
833,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
834,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
835,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
836,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
837,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
838,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
839,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
840,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
841,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
842,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
843,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
844,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
845,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
846,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
847,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
848,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
849,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
850,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
851,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
852,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
853,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
854,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
855,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
856,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
857,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
858,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
859,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
860,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
861,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
862,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Built-up
863,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Forest
864,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
865,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
866,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
867,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
868,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
869,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
870,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
871,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
872,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
873,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
874,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
875,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
876,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
877,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
878,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
879,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
880,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
881,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
882,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
883,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
884,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Bareland
885,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
886,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
887,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
888,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
889,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
890,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
891,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
892,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
893,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
894,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
895,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
896,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
897,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
898,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
899,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
900,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
901,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
902,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
903,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
904,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
905,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
906,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
907,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
908,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
909,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
910,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
911,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
912,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
913,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
914,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
915,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
916,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
917,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
918,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
919,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
920,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
921,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
922,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
923,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
924,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
925,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
926,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
927,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
928,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
929,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
930,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
931,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
932,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
933,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
934,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
935,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
936,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
937,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
938,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
939,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
940,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
941,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
942,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
943,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
944,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,NULL
945,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
946,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
947,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
948,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
949,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Built-up
950,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
951,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
952,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
953,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
954,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
955,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
956,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
957,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
958,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Bareland,Grassland
959,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Bareland,Forest
960,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
961,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
962,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
963,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
964,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
965,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
966,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
967,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
968,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
969,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
970,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
971,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
972,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
973,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Water
974,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
975,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
976,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
977,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
978,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
979,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
980,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
981,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
982,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
983,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
984,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
985,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
986,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
987,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
988,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
989,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
990,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
991,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
992,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
993,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
994,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
995,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
996,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
997,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
998,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
999,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1000,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1001,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1002,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1003,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1004,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1005,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1006,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1007,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1008,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1009,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1010,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1011,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1012,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1013,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1014,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1015,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1016,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1017,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1018,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1019,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1020,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1021,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1022,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1023,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1024,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1025,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1026,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1027,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1028,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1029,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1030,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1031,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1032,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1033,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1034,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1035,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1036,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1037,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1038,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1039,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1040,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1041,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1042,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1043,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1044,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1045,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1046,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
