Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Forest,Built-up,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Water,0,0,61,0,0,0,0,92,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Built-up,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,28,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Grassland,0,0,0,0,0,0,89,0,14,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Cropland,0,0,0,0,0,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Wetland,0,0,0,0,0,0,183,0,51,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Bareland,0,0,0,0,0,0,36,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Built-up,0,0,0,0,0,0,11,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Water,0,0,0,0,0,0,0,0,139,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Forest,0,0,0,0,0,0,133,0,43,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,15,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,Water,74,23,61,55,56,22,0,0,0,62,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,Cropland,25,0,12,11,23,11,0,0,0,15,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,Wetland,44,21,0,42,48,14,18,0,0,42,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,Built-up,16,7,0,1,3,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,Forest,79,51,42,67,0,24,20,0,0,65,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,Grassland,0,25,12,30,32,13,6,0,0,30,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,Bareland,33,8,8,0,11,20,2,0,0,21,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,Permanent_ice_and_snow,18,8,0,12,14,6,0,0,0,15,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,Grassland,0,48,61,1,42,23,21,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,Wetland,0,56,0,8,74,14,60,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,Built-up,0,4,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,Water,0,25,108,14,49,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,Forest,0,47,80,1,0,32,47,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,Cropland,0,0,11,0,5,8,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,Bareland,0,11,4,0,6,6,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,Permanent_ice_and_snow,0,5,19,0,1,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,Water,49,16,52,29,91,0,0,0,0,0,0,28
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,Cropland,3,0,2,2,5,0,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,Wetland,70,34,0,36,78,0,47,0,0,0,0,47
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,Bareland,1,2,1,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,Forest,32,16,20,11,0,0,22,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,Grassland,0,6,13,15,15,0,8,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,Built-up,0,5,0,13,12,0,2,0,0,0,0,1
