Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Shrubland,1,0,3,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Cropland,16,2,62,0,10,31,0,93,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,Grassland,0,11,160,199,13,193,97,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,Forest,0,4,0,214,93,268,210,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,Shrubland,0,0,9,2,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,Built-up,0,9,4,24,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,Wetland,0,0,13,25,0,6,47,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,Bareland,0,0,11,25,0,85,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,Water,0,32,96,51,52,89,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,Cropland,0,0,19,0,1,41,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,Wetland,30,7,92,11,0,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,Water,126,97,394,29,107,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,Forest,128,62,0,121,71,0,122,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,Shrubland,5,9,32,7,4,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,Built-up,36,63,104,61,1,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,Bareland,3,0,9,12,2,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,Cropland,28,27,41,0,2,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,Grassland,0,97,237,111,56,0,107,0,0,0,0,3
