Dataset,MajorityClass,Forest,Cropland,Wetland,Built-up,Water,Bareland,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,Non_Water,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,Water,263,0,358,575,0,247,73,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,Shrubland,9,0,11,11,5,6,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,Built-up,128,0,123,0,255,253,66,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,Wetland,0,0,0,0,10,0,0,716,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,Grassland,0,0,70,0,22,0,0,335,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,Cropland,0,0,29,0,9,0,0,325,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,Forest,0,0,388,0,147,0,0,1609,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,Water,0,0,617,0,0,0,0,693,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,Shrubland,0,0,0,0,0,0,0,27,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,Built-up,0,0,157,0,57,0,0,480,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,Bareland,0,0,96,0,49,0,0,95,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Grassland,92,216,113,62,54,79,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Non_Wetland,2,2,7,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Non_Water,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Water,250,152,369,240,0,568,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Shrubland,5,9,10,5,7,11,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Built-up,82,143,168,0,157,446,91,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Wetland,106,157,0,33,273,155,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Cropland,78,0,87,134,31,140,133,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Forest,0,335,657,303,560,488,265,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,Bareland,14,24,10,35,32,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,Grassland,0,0,0,0,82,0,0,0,107,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,Water,0,0,0,0,0,0,0,0,990,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,Forest,0,0,0,0,386,0,0,0,415,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,Shrubland,0,0,0,0,6,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,Cropland,0,0,0,0,55,0,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,Bareland,0,0,0,0,169,0,0,0,82,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,Wetland,0,0,0,0,185,0,0,0,254,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,Built-up,0,0,0,0,213,0,0,0,159,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,Grassland,282,369,70,143,22,47,0,0,0,375,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,Wetland,193,123,0,58,10,48,2,0,0,162,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,Bareland,80,339,105,429,50,0,0,0,0,168,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,Built-up,271,461,161,0,61,113,19,0,0,355,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,Forest,0,756,410,428,157,305,94,0,0,708,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,Cropland,204,0,29,162,9,24,6,0,0,248,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,Water,562,534,697,466,0,362,40,0,0,429,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,Permanent_ice_and_snow,0,3,0,2,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,Grassland,182,222,54,296,105,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,Bareland,55,108,17,289,121,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,Built-up,92,109,14,0,96,67,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,Wetland,167,105,0,269,227,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,Forest,0,414,285,991,642,74,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,Water,178,174,249,889,0,112,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,Cropland,77,0,36,278,40,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,Wetland,697,36,0,0,228,13,155,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,Forest,0,112,36,0,127,52,182,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,Cropland,207,0,33,0,43,51,130,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,Built-up,602,264,37,0,321,184,188,0,0,0,0,58
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,Water,856,25,158,0,0,67,89,0,0,0,0,38
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,Bareland,111,36,43,0,104,0,14,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,Grassland,153,47,5,0,13,21,0,0,0,0,0,0
