Dataset,MajorityClass,Grassland,Bareland,Water,Forest,Cropland,Built-up,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,Grassland,0,2,9,8,6,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,Forest,0,40,58,0,7,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,Water,0,56,0,22,0,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,Wetland,0,17,21,13,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,Bareland,0,0,57,22,0,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,Cropland,0,6,16,16,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,Bareland,0,0,3,0,0,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,Built-up,0,0,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,Water,0,0,0,0,0,0,49,0,0,0,5,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,Forest,0,0,10,0,0,0,33,0,0,0,4,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,Grassland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,4,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,Wetland,7,15,8,19,24,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,Water,4,48,0,52,22,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,Forest,13,18,18,0,26,0,1,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,Bareland,1,0,17,24,20,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,Grassland,0,8,1,6,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,Built-up,0,3,1,3,6,0,0,0,0,0,0,0
