Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Built-up,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,Bareland,0,0,0,10,0,0,52,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,Built-up,0,0,0,0,0,0,32,0,43,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,Water,0,0,0,207,0,0,0,0,260,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Grassland,0,82,53,106,10,262,33,143,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Non_Wetland,2,0,0,10,0,2,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Wetland,33,1,4,0,0,24,58,50,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Forest,601,167,0,438,25,579,254,606,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Shrubland,72,15,19,34,11,83,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Water,148,31,42,234,28,217,0,142,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Cropland,553,0,151,143,90,596,28,293,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Bareland,54,74,3,11,29,0,2,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Lichens_and_Mosses,2,0,0,1,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,Built-up,124,68,12,26,0,220,4,78,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,Wetland,0,0,0,0,0,0,23,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,Shrubland,0,0,0,0,0,0,10,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,Grassland,0,0,0,0,0,0,35,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,Bareland,0,0,0,0,0,0,12,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,Built-up,0,0,0,0,0,0,15,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,Water,0,0,0,0,0,0,0,0,0,200,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,Forest,0,0,0,0,0,0,98,0,0,82,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,Cropland,0,0,0,0,0,0,15,0,0,20,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,Grassland,0,345,213,37,125,25,36,493,0,0,55,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,Forest,46,534,0,217,193,97,166,822,0,0,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,Wetland,0,4,17,0,2,3,5,50,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,Cropland,33,0,242,24,219,15,82,632,0,0,84,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,Bareland,4,195,54,10,116,0,52,243,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,Built-up,1,160,27,0,0,1,32,183,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,Water,2,107,174,207,19,19,0,311,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,Shrubland,1,13,10,0,4,1,0,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,Grassland,0,651,173,0,138,13,72,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,Forest,0,729,0,26,315,2,260,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,Shrubland,0,174,72,2,67,0,29,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,Bareland,0,287,36,0,168,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,Water,0,271,68,11,46,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,Wetland,0,69,60,0,8,0,72,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,Built-up,0,68,3,0,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,Cropland,0,0,144,0,200,13,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,Shrubland,47,74,161,1,0,47,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,Forest,110,181,0,3,0,103,39,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,Cropland,188,0,268,1,0,220,49,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,Wetland,5,2,190,0,0,4,52,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,Bareland,12,33,50,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,Built-up,18,91,91,0,0,110,9,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,Water,11,37,288,22,0,26,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,Grassland,0,111,192,5,0,81,60,0,0,0,0,0
