Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWK_M_R
9337,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
9338,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
9339,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
9340,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
9341,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
9342,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9343,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
9344,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9345,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9346,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9347,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9348,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9349,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9350,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9351,Water,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
9352,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9353,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9354,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9355,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9356,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9357,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9358,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9359,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9360,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9361,Water,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
9362,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9363,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9364,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9365,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9366,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9367,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9368,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9369,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
9370,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
9371,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
9372,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9373,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9374,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9375,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Water
9376,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9377,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
9378,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
9379,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
9380,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
9381,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
9382,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
9383,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
9384,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9385,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9386,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9387,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9388,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
9389,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9390,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
9391,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9392,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9393,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9394,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
9395,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9396,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9397,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
9398,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9399,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9400,Water,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
9401,Water,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9402,Water,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9403,Water,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9404,Water,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9405,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9406,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9407,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9408,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
9409,Water,Forest,Water,NULL,Water,Grassland,Grassland,Forest
9410,Water,Forest,Water,NULL,Water,Wetland,Grassland,Forest
9411,Water,Forest,Water,NULL,Water,Bareland,Water,Grassland
9412,Water,Forest,Water,NULL,Water,Bareland,Water,Water
9413,Water,Forest,Water,NULL,Water,Water,Grassland,Water
9414,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
9415,Water,Forest,Water,Water,Water,Water,Grassland,Grassland
9416,Water,Forest,Water,Water,Water,Water,Grassland,Water
9417,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9418,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9419,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9420,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9421,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9422,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9423,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
9424,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9425,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9426,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9427,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9428,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9429,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9430,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9431,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9432,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9433,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
9434,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9435,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9436,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9437,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9438,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9439,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9440,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9441,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9442,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9443,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9444,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
9445,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9446,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Built-up
9447,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
9448,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9449,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
9450,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9451,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
9452,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9453,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9454,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9455,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9456,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
9457,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9458,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9459,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9460,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9461,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9462,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9463,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9464,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9465,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9466,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9467,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9468,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9469,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9470,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9471,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
9472,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
9473,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9474,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9475,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
9476,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
9477,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9478,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9479,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9480,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9481,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9482,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9483,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
9484,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9485,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9486,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9487,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9488,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9489,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9490,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
9491,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9492,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9493,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9494,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
9495,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9496,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9497,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9498,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9499,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9500,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
9501,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
9502,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9503,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9504,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9505,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9506,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9507,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9508,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
9509,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
9510,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9511,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9512,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
9513,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9514,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9515,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
9516,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9517,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9518,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9519,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9520,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9521,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9522,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9523,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9524,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9525,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9526,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9527,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
9528,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9529,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
9530,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9531,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
9532,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9533,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9534,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9535,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
9536,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9537,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9538,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
9539,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
9540,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9541,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9542,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9543,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9544,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9545,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9546,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9547,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
9548,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9549,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9550,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9551,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
9552,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
9553,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9554,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
9555,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
9556,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
9557,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
9558,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9559,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
9560,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
9561,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9562,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9563,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9564,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9565,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9566,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9567,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9568,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9569,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9570,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9571,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9572,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9573,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9574,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9575,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9576,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9577,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
9578,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9579,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9580,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9581,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9582,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9583,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9584,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9585,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9586,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9587,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
9588,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9589,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9590,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9591,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9592,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9593,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
9594,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9595,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9596,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
9597,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
9598,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9599,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9600,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
9601,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9602,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9603,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9604,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
9605,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9606,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9607,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
9608,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9609,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9610,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9611,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9612,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
9613,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9614,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
9615,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9616,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
9617,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9618,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
9619,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
9620,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
9621,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9622,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
9623,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
9624,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
9625,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
9626,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
9627,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
9628,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
9629,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
9630,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
9631,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
9632,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
9633,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9634,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9635,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9636,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9637,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9638,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9639,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9640,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9641,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9642,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9643,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9644,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9645,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9646,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9647,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9648,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9649,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9650,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
9651,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9652,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9653,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9654,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9655,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9656,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9657,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9658,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
9659,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9660,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9661,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9663,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9664,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9665,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9666,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9667,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9668,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9669,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9670,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
