Dataset,MajorityClass,Grassland,Bareland,Water,Forest,Cropland,Built-up,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,Forest,0,47,69,0,11,43,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,Water,0,89,0,46,0,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,Wetland,0,30,26,25,0,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,Bareland,0,0,64,44,0,24,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,Cropland,0,28,26,22,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,Permanent_ice_and_snow,0,3,4,4,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXN_M_R,Bareland,0,0,8,0,0,0,36,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXN_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXN_M_R,Water,0,0,0,0,0,0,55,0,0,0,7,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXN_M_R,Forest,0,0,12,0,0,0,37,0,0,0,7,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXN_M_R,Grassland,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXN_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,4,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,Wetland,6,22,14,27,35,0,0,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,Bareland,2,0,24,28,34,0,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,Forest,12,32,28,0,31,0,1,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,Water,2,61,0,70,44,0,7,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,Grassland,0,9,4,11,11,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,Built-up,0,3,2,3,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,Cropland,0,0,0,1,0,0,0,0,0,0,0,0
