Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVU_M_R
10866,Forest,Built-up,Water,NULL,Water,Shrubland,Grassland,Wetland
10867,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
10868,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Forest
10869,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Wetland
10870,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
10871,Forest,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
10872,Forest,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
10873,Forest,Built-up,Water,NULL,Water,Grassland,Forest,Built-up
10874,Forest,Built-up,Water,NULL,Water,Grassland,Forest,Forest
10875,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Built-up
10876,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
10877,Forest,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
10878,Forest,Built-up,Water,NULL,Water,Bareland,NULL,Forest
10879,Forest,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
10880,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
10881,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
10882,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Bareland
10883,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Built-up
10884,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
10885,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
10886,Forest,Built-up,Water,NULL,Water,Built-up,Forest,Bareland
10887,Forest,Built-up,Water,NULL,Water,Built-up,Forest,Forest
10888,Forest,Built-up,Water,NULL,Water,Forest,NULL,Forest
10889,Forest,Built-up,Water,NULL,Water,Forest,Grassland,Forest
10890,Forest,Built-up,Water,NULL,Water,Forest,Built-up,Forest
10891,Forest,Built-up,Water,NULL,Water,Forest,Forest,Forest
10892,Forest,Built-up,Water,Non_Water,Water,Grassland,Grassland,Water
10893,Forest,Built-up,Water,Non_Water,Water,Grassland,Grassland,Forest
10894,Forest,Built-up,Water,Non_Water,Water,Wetland,Grassland,Wetland
10895,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10896,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10897,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10898,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10899,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10900,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10901,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10902,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10903,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Wetland
10904,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
10905,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10906,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10907,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10908,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10909,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10910,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10911,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10912,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10913,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10914,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10915,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10916,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10917,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
10918,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
10919,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10920,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
10921,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10922,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10923,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10924,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10925,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
10926,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10927,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10928,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
10929,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10930,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
10931,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10932,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Wetland
10933,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
10934,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10935,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10936,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
10937,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
10938,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
10939,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
10940,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Wetland
10941,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
10942,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
10943,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
10944,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10945,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
10946,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10947,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10948,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10949,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10950,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10951,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10952,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10953,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10954,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10955,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10956,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10957,Forest,Built-up,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
10958,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
10959,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10960,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10961,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
10962,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10963,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
10964,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10965,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
10966,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10967,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10968,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10969,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10970,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10971,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10972,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10973,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10974,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10975,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10976,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10977,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
10978,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10979,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10980,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
10981,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
10982,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
10983,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
10984,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
10985,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
10986,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10987,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10988,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10989,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10990,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
10991,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10992,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10993,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10994,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
10995,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
10996,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10997,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
10998,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10999,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11000,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11001,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
11002,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11003,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11004,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11005,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11006,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11007,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
11008,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
11009,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11010,Forest,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
11011,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
11012,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
11013,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11014,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
11015,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
11016,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
11017,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11018,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
11019,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
11020,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
11021,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11022,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
11023,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
11024,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
11025,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
11026,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11027,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
11028,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11029,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
11030,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
11031,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
11032,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
11033,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
11034,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
11035,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
11036,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
11037,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11038,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11039,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
11040,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11041,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11042,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
11043,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11044,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
11045,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
11046,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
11047,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11048,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
11049,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
11050,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11051,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
11052,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
11053,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
11054,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
11055,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
11056,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
11057,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
11058,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
11059,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
11060,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
11061,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
11062,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
11063,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
11064,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
11065,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
11066,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
11067,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
11068,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11069,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
11070,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
11071,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
11072,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
11073,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
11074,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
11075,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
11076,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
11077,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
11078,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
11079,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
11080,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
11081,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11082,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11083,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
11084,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
11085,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
11086,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11087,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
11088,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
11089,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
11090,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
11091,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11092,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
11093,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
11094,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
11095,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
11096,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
11097,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
11098,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
11099,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
11100,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
11101,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11102,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11103,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11104,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11105,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11106,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
11107,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11108,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
11109,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
11110,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11111,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11112,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
11113,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
11114,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
11115,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
11116,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
11117,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
11118,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
11119,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
11120,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
11121,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11122,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
11123,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11124,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
11125,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
11126,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
11127,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
11128,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
11129,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
11130,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
11131,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11132,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
11133,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
11134,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
11135,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
11136,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11137,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11138,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
11139,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
11140,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
11141,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
11142,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
11143,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
11144,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
11145,Forest,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
11146,Forest,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
11147,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11148,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
11149,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
11150,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
11151,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
11152,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
11153,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
11154,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
11155,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
11156,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
11157,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
11158,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
11159,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
11160,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
11161,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
11162,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
11163,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
11164,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
11165,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
11166,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
11167,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
11168,Forest,Water,Wetland,Water,Wetland,Wetland,Built-up,Water
11169,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
11170,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
11171,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
11172,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
11173,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
11174,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
11175,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
11176,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
11177,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Built-up
11178,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
11179,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
11180,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
11181,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
11182,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
11183,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
11184,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
11185,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
11186,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
11187,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
11188,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
11189,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
11190,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
11191,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Wetland
11192,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Water
11193,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
