Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRA_M_R,Cropland,0,0,0,0,0,0,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRA_M_R,Built-up,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRA_M_R,Bareland,0,0,0,0,0,0,2,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,Grassland,0,0,0,0,0,114,0,0,0,60,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,Shrubland,0,0,0,0,0,11,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,Water,0,0,0,0,0,0,0,0,0,313,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,Built-up,0,0,0,0,0,16,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,Cropland,0,0,0,0,0,5,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,Wetland,0,0,0,0,0,13,0,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,Bareland,0,0,0,0,0,5,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,Forest,0,0,0,0,0,204,0,0,0,190,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Grassland,0,35,265,367,67,8,33,389,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Bareland,5,0,53,144,47,0,2,90,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Built-up,12,3,48,146,0,0,0,122,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Forest,143,48,0,508,91,60,132,669,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Wetland,3,0,19,15,1,0,0,27,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Water,35,88,292,272,37,0,152,376,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Shrubland,1,0,10,8,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Cropland,11,0,111,0,14,0,0,123,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,Grassland,0,15,179,226,156,93,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,Forest,0,5,0,278,277,245,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,Shrubland,0,0,17,25,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,Bareland,0,0,20,35,60,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,Built-up,0,0,5,11,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,Water,0,4,63,30,43,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,Cropland,0,1,27,0,34,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,Wetland,0,0,7,2,3,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,Forest,161,72,0,135,0,108,46,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,Shrubland,14,13,31,17,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,Wetland,11,2,39,1,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,Water,78,7,256,1,0,0,91,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,Bareland,4,0,16,16,0,4,2,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,Cropland,27,31,32,0,0,6,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,Built-up,23,25,112,37,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,Grassland,0,78,212,102,0,66,43,0,0,0,0,11
