Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMJ_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMJ_M_R,Water,0,0,27,0,0,0,0,22,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,Shrubland,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,Grassland,0,0,0,0,17,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,Cropland,0,0,0,0,38,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,Wetland,0,0,0,0,51,0,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,Water,0,0,0,0,0,0,0,0,78,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,Forest,0,0,0,0,60,0,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,Bareland,0,0,0,0,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,Water,11,14,27,16,0,33,3,0,0,14,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,Cropland,41,0,24,18,18,40,17,0,0,40,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,Wetland,17,9,0,16,16,25,1,0,0,22,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,Built-up,5,7,1,2,0,6,0,0,0,5,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,Forest,35,38,33,45,20,0,12,0,0,48,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,Grassland,0,16,8,15,6,29,5,0,0,29,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,Bareland,11,7,0,0,0,15,2,0,0,15,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,Permanent_ice_and_snow,0,1,0,0,0,2,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,Water,0,70,32,0,0,26,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,Grassland,0,62,23,0,2,25,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,Wetland,0,78,0,0,24,26,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,Built-up,0,3,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,Forest,0,60,43,0,32,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,Cropland,0,0,0,0,0,18,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,Bareland,0,34,2,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,Water,44,10,25,21,0,61,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,Cropland,26,0,19,27,8,23,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,Wetland,47,10,0,10,29,54,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,Forest,28,14,9,7,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,Built-up,2,4,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,Grassland,0,6,5,4,1,9,0,0,0,0,0,2
